NameCode,Scientific,CurrentPLANTSCode,GrowthHabit,GrowthHabitSub,Duration,Nonnative,Invasive,GrowthHabitSub2
PF1015,Perennial forb 1015,PF1015,NonWoody,Forb,Perennial,,,Forb
PF102,Perennial forb 102,PF102,NonWoody,Forb,Perennial,,,Forb
PF1029,Perennial forb 1029,PF1029,NonWoody,Forb,Perennial,,,Forb
PF103,Perennial forb 103,PF103,NonWoody,Forb,Perennial,,,Forb
PF1044,Perennial forb 1044,PF1044,NonWoody,Forb,Perennial,,,Forb
PF10444,Perennial forb 10444,PF10444,NonWoody,Forb,Perennial,,,Forb
PF105,Perennial forb 105,PF105,NonWoody,Forb,Perennial,,,Forb
PF1054,Perennial forb 1054,PF1054,NonWoody,Forb,Perennial,,,Forb
PF108,Perennial forb 108,PF108,NonWoody,Forb,Perennial,,,Forb
PF11,Perennial forb 11,PF11,NonWoody,Forb,Perennial,,,Forb
PF11000,Perennial forb 11000,PF11000,NonWoody,Forb,Perennial,,,Forb
PF11014,Perennial forb 11014,PF11014,NonWoody,Forb,Perennial,,,Forb
PF11055,Perennial forb 11055,PF11055,NonWoody,Forb,Perennial,,,Forb
PF11062,Perennial forb 11062,PF11062,NonWoody,Forb,Perennial,,,Forb
PF11088,Perennial forb 11088,PF11088,NonWoody,Forb,Perennial,,,Forb
PF11108,Perennial forb 11108,PF11108,NonWoody,Forb,Perennial,,,Forb
PF11139,Perennial forb 11139,PF11139,NonWoody,Forb,Perennial,,,Forb
PF11140,Perennial forb 11140,PF11140,NonWoody,Forb,Perennial,,,Forb
PF112,Perennial forb 112,PF112,NonWoody,Forb,Perennial,,,Forb
PF113,Perennial forb 113,PF113,NonWoody,Forb,Perennial,,,Forb
PF114,Perennial forb 114,PF114,NonWoody,Forb,Perennial,,,Forb
PF12,Perennial forb 12,PF12,NonWoody,Forb,Perennial,,,Forb
PF12000,Perennial forb 12000,PF12000,NonWoody,Forb,Perennial,,,Forb
PF12005,Perennial forb 12005,PF12005,NonWoody,Forb,Perennial,,,Forb
PF12006,Perennial forb 12006,PF12006,NonWoody,Forb,Perennial,,,Forb
PF12010,Perennial forb 12010,PF12010,NonWoody,Forb,Perennial,,,Forb
PF12012,Perennial forb 12012,PF12012,NonWoody,Forb,Perennial,,,Forb
PF12013,Perennial forb 12013,PF12013,NonWoody,Forb,Perennial,,,Forb
PF12020,Perennial forb 12020,PF12020,NonWoody,Forb,Perennial,,,Forb
PF12021,Perennial forb 12021,PF12021,NonWoody,Forb,Perennial,,,Forb
PF12022,Perennial forb 12022,PF12022,NonWoody,Forb,Perennial,,,Forb
PF12024,Perennial forb 12024,PF12024,NonWoody,Forb,Perennial,,,Forb
PF12026,Perennial forb 12026,PF12026,NonWoody,Forb,Perennial,,,Forb
PF12027,Perennial forb 12027,PF12027,NonWoody,Forb,Perennial,,,Forb
PF12029,Perennial forb 12029,PF12029,NonWoody,Forb,Perennial,,,Forb
PF12030,Perennial forb 12030,PF12030,NonWoody,Forb,Perennial,,,Forb
PF12031,Perennial forb 12031,PF12031,NonWoody,Forb,Perennial,,,Forb
PF12032,Perennial forb 12032,PF12032,NonWoody,Forb,Perennial,,,Forb
PF12035,Perennial forb 12035,PF12035,NonWoody,Forb,Perennial,,,Forb
PF12036,Perennial forb 12036,PF12036,NonWoody,Forb,Perennial,,,Forb
PF12101,Perennial forb 12101,PF12101,NonWoody,Forb,Perennial,,,Forb
PF125,Perennial forb 125,PF125,NonWoody,Forb,Perennial,,,Forb
PF13,Perennial forb 13,PF13,NonWoody,Forb,Perennial,,,Forb
PF13000,Perennial forb 13000,PF13000,NonWoody,Forb,Perennial,,,Forb
PF13002,Perennial forb 13002,PF13002,NonWoody,Forb,Perennial,,,Forb
PF13006,Perennial forb 13006,PF13006,NonWoody,Forb,Perennial,,,Forb
PF13011,Perennial forb 13011,PF13011,NonWoody,Forb,Perennial,,,Forb
PF140,Perennial forb 140,PF140,NonWoody,Forb,Perennial,,,Forb
PF14000,Perennial forb 14000,PF14000,NonWoody,Forb,Perennial,,,Forb
PF14002,Perennial forb 14002,PF14002,NonWoody,Forb,Perennial,,,Forb
PF14003,Perennial forb 14003,PF14003,NonWoody,Forb,Perennial,,,Forb
PF14004,Perennial forb 14004,PF14004,NonWoody,Forb,Perennial,,,Forb
PF14028,Perennial forb 14028,PF14028,NonWoody,Forb,Perennial,,,Forb
PF14030,Perennial forb 14030,PF14030,NonWoody,Forb,Perennial,,,Forb
PF14036,Perennial forb 14036,PF14036,NonWoody,Forb,Perennial,,,Forb
PF14071,Perennial forb 14071,PF14071,NonWoody,Forb,Perennial,,,Forb
PF1416,Perennial forb 1416,PF1416,NonWoody,Forb,Perennial,,,Forb
PF144,Perennial forb 144,PF144,NonWoody,Forb,Perennial,,,Forb
PF145,Perennial forb 145,PF145,NonWoody,Forb,Perennial,,,Forb
PF149,Perennial forb 149,PF149,NonWoody,Forb,Perennial,,,Forb
PF15,Perennial forb 15,PF15,NonWoody,Forb,Perennial,,,Forb
PF15000,Perennial forb 15000,PF15000,NonWoody,Forb,Perennial,,,Forb
PF15005,Perennial forb 15005,PF15005,NonWoody,Forb,Perennial,,,Forb
PF15017,Perennial forb 15017,PF15017,NonWoody,Forb,Perennial,,,Forb
PF15018,Perennial forb 15018,PF15018,NonWoody,Forb,Perennial,,,Forb
PF15025,Perennial forb 15025,PF15025,NonWoody,Forb,Perennial,,,Forb
PF16,Perennial forb 16,PF16,NonWoody,Forb,Perennial,,,Forb
PF160,Perennial forb 160,PF160,NonWoody,Forb,Perennial,,,Forb
PF16000,Perennial forb 16000,PF16000,NonWoody,Forb,Perennial,,,Forb
PF1615,Perennial forb 1615,PF1615,NonWoody,Forb,Perennial,,,Forb
PF17,Perennial forb 17,PF17,NonWoody,Forb,Perennial,,,Forb
PF17070,Perennial forb 17070,PF17070,NonWoody,Forb,Perennial,,,Forb
PF18,Perennial forb 18,PF18,NonWoody,Forb,Perennial,,,Forb
PF18000,Perennial forb 18000,PF18000,NonWoody,Forb,Perennial,,,Forb
PF18013,Perennial forb 18013,PF18013,NonWoody,Forb,Perennial,,,Forb
PF1806,Perennial forb 1806,PF1806,NonWoody,Forb,Perennial,,,Forb
PF1818,Perennial forb 1818,PF1818,NonWoody,Forb,Perennial,,,Forb
PF182,Perennial forb 182,PF182,NonWoody,Forb,Perennial,,,Forb
PF1820,Perennial forb 1820,PF1820,NonWoody,Forb,Perennial,,,Forb
PF1821,Perennial forb 1821,PF1821,NonWoody,Forb,Perennial,,,Forb
PF1828,Perennial forb 1828,PF1828,NonWoody,Forb,Perennial,,,Forb
PF1842,Perennial forb 1842,PF1842,NonWoody,Forb,Perennial,,,Forb
PF188,Perennial forb 188,PF188,NonWoody,Forb,Perennial,,,Forb
PF191,Perennial forb 191,PF191,NonWoody,Forb,Perennial,,,Forb
PF192,Perennial forb 192,PF192,NonWoody,Forb,Perennial,,,Forb
PF20,Perennial forb 20,PF20,NonWoody,Forb,Perennial,,,Forb
PF200,Perennial forb 200,PF200,NonWoody,Forb,Perennial,,,Forb
PF2001,Perennial forb 2001,PF2001,NonWoody,Forb,Perennial,,,Forb
PF2003,Perennial forb 2003,PF2003,NonWoody,Forb,Perennial,,,Forb
PF2005,Perennial forb 2005,PF2005,NonWoody,Forb,Perennial,,,Forb
PF2023,Perennial forb 2023,PF2023,NonWoody,Forb,Perennial,,,Forb
PF2024,Perennial forb 2024,PF2024,NonWoody,Forb,Perennial,,,Forb
PF2038,Perennial forb 2038,PF2038,NonWoody,Forb,Perennial,,,Forb
PF206,Perennial forb 206,PF206,NonWoody,Forb,Perennial,,,Forb
PF21,Perennial forb 21,PF21,NonWoody,Forb,Perennial,,,Forb
PF210,Perennial forb 210,PF210,NonWoody,Forb,Perennial,,,Forb
PF21019,Perennial forb 21019,PF21019,NonWoody,Forb,Perennial,,,Forb
PF21046,Perennial forb 21046,PF21046,NonWoody,Forb,Perennial,,,Forb
PF211,Perennial forb 211,PF211,NonWoody,Forb,Perennial,,,Forb
PF212,Perennial forb 212,PF212,NonWoody,Forb,Perennial,,,Forb
PF218,Perennial forb 218,PF218,NonWoody,Forb,Perennial,,,Forb
PF22,Perennial forb 22,PF22,NonWoody,Forb,Perennial,,,Forb
PF227,Perennial forb 227,PF227,NonWoody,Forb,Perennial,,,Forb
PF23,Perennial forb 23,PF23,NonWoody,Forb,Perennial,,,Forb
PF23025,Perennial forb 23025,PF23025,NonWoody,Forb,Perennial,,,Forb
PF23027,Perennial forb 23027,PF23027,NonWoody,Forb,Perennial,,,Forb
PF23035,Perennial forb 23035,PF23035,NonWoody,Forb,Perennial,,,Forb
PF23053,Perennial forb 23053,PF23053,NonWoody,Forb,Perennial,,,Forb
PF23057,Perennial forb 23057,PF23057,NonWoody,Forb,Perennial,,,Forb
PF239,Perennial forb 239,PF239,NonWoody,Forb,Perennial,,,Forb
PF24,Perennial forb 24,PF24,NonWoody,Forb,Perennial,,,Forb
PF248,Perennial forb 248,PF248,NonWoody,Forb,Perennial,,,Forb
PF25,Perennial forb 25,PF25,NonWoody,Forb,Perennial,,,Forb
PF250,Perennial forb 250,PF250,NonWoody,Forb,Perennial,,,Forb
PF251,Perennial forb 251,PF251,NonWoody,Forb,Perennial,,,Forb
PF26,Perennial forb 26,PF26,NonWoody,Forb,Perennial,,,Forb
PF269,Perennial forb 269,PF269,NonWoody,Forb,Perennial,,,Forb
PF27,Perennial forb 27,PF27,NonWoody,Forb,Perennial,,,Forb
PF270,Perennial forb 270,PF270,NonWoody,Forb,Perennial,,,Forb
PF28,Perennial forb 28,PF28,NonWoody,Forb,Perennial,,,Forb
PF29,Perennial forb 29,PF29,NonWoody,Forb,Perennial,,,Forb
PF30,Perennial forb 30,PF30,NonWoody,Forb,Perennial,,,Forb
PF30000,Perennial forb 30000,PF30000,NonWoody,Forb,Perennial,,,Forb
PF3030,Perennial forb 3030,PF3030,NonWoody,Forb,Perennial,,,Forb
PF31,Perennial forb 31,PF31,NonWoody,Forb,Perennial,,,Forb
PF313,Perennial forb 313,PF313,NonWoody,Forb,Perennial,,,Forb
PF319,Perennial forb 319,PF319,NonWoody,Forb,Perennial,,,Forb
PF32,Perennial forb 32,PF32,NonWoody,Forb,Perennial,,,Forb
PF320,Perennial forb 320,PF320,NonWoody,Forb,Perennial,,,Forb
PF328,Perennial forb 328,PF328,NonWoody,Forb,Perennial,,,Forb
PF33,Perennial forb 33,PF33,NonWoody,Forb,Perennial,,,Forb
PF34,Perennial forb 34,PF34,NonWoody,Forb,Perennial,,,Forb
PF35,Perennial forb 35,PF35,NonWoody,Forb,Perennial,,,Forb
PF350,Perennial forb 350,PF350,NonWoody,Forb,Perennial,,,Forb
PF36,Perennial forb 36,PF36,NonWoody,Forb,Perennial,,,Forb
PF37,Perennial forb 37,PF37,NonWoody,Forb,Perennial,,,Forb
PF38,Perennial forb 38,PF38,NonWoody,Forb,Perennial,,,Forb
PF40021,Perennial forb 40021,PF40021,NonWoody,Forb,Perennial,,,Forb
PF40022,Perennial forb 40022,PF40022,NonWoody,Forb,Perennial,,,Forb
PF406,Perennial forb 406,PF406,NonWoody,Forb,Perennial,,,Forb
PF408,Perennial forb 408,PF408,NonWoody,Forb,Perennial,,,Forb
PF409,Perennial forb 409,PF409,NonWoody,Forb,Perennial,,,Forb
PF416,Perennial forb 416,PF416,NonWoody,Forb,Perennial,,,Forb
PF418,Perennial forb 418,PF418,NonWoody,Forb,Perennial,,,Forb
PF42,Perennial forb 42,PF42,NonWoody,Forb,Perennial,,,Forb
PF426,Perennial forb 426,PF426,NonWoody,Forb,Perennial,,,Forb
PF429,Perennial forb 429,PF429,NonWoody,Forb,Perennial,,,Forb
PF43,Perennial forb 43,PF43,NonWoody,Forb,Perennial,,,Forb
PF44,Perennial forb 44,PF44,NonWoody,Forb,Perennial,,,Forb
PF45,Perennial forb 45,PF45,NonWoody,Forb,Perennial,,,Forb
PF474,Perennial forb 474,PF474,NonWoody,Forb,Perennial,,,Forb
PF48,Perennial forb 48,PF48,NonWoody,Forb,Perennial,,,Forb
PF50,Perennial forb 50,PF50,NonWoody,Forb,Perennial,,,Forb
PF50013,Perennial forb 50013,PF50013,NonWoody,Forb,Perennial,,,Forb
PF501,Perennial forb 501,PF501,NonWoody,Forb,Perennial,,,Forb
PF503,Perennial forb 503,PF503,NonWoody,Forb,Perennial,,,Forb
PF504,Perennial forb 504,PF504,NonWoody,Forb,Perennial,,,Forb
PF506,Perennial forb 506,PF506,NonWoody,Forb,Perennial,,,Forb
PF507,Perennial forb 507,PF507,NonWoody,Forb,Perennial,,,Forb
PF51,Perennial forb 51,PF51,NonWoody,Forb,Perennial,,,Forb
PF511,Perennial forb 511,PF511,NonWoody,Forb,Perennial,,,Forb
PF512,Perennial forb 512,PF512,NonWoody,Forb,Perennial,,,Forb
PF513,Perennial forb 513,PF513,NonWoody,Forb,Perennial,,,Forb
PF515,Perennial forb 515,PF515,NonWoody,Forb,Perennial,,,Forb
PF52,Perennial forb 52,PF52,NonWoody,Forb,Perennial,,,Forb
PF523,Perennial forb 523,PF523,NonWoody,Forb,Perennial,,,Forb
PF531,Perennial forb 531,PF531,NonWoody,Forb,Perennial,,,Forb
PF533,Perennial forb 533,PF533,NonWoody,Forb,Perennial,,,Forb
PF54001,Perennial forb 54001,PF54001,NonWoody,Forb,Perennial,,,Forb
PF54003,Perennial forb 54003,PF54003,NonWoody,Forb,Perennial,,,Forb
PF54023,Perennial forb 54023,PF54023,NonWoody,Forb,Perennial,,,Forb
PF56,Perennial forb 56,PF56,NonWoody,Forb,Perennial,,,Forb
PF61,Perennial forb 61,PF61,NonWoody,Forb,Perennial,,,Forb
PF62,Perennial forb 62,PF62,NonWoody,Forb,Perennial,,,Forb
PF642,Perennial forb 642,PF642,NonWoody,Forb,Perennial,,,Forb
PF644,Perennial forb 644,PF644,NonWoody,Forb,Perennial,,,Forb
PF65,Perennial forb 65,PF65,NonWoody,Forb,Perennial,,,Forb
PF660,Perennial forb 660,PF660,NonWoody,Forb,Perennial,,,Forb
PF666,Perennial forb 666,PF666,NonWoody,Forb,Perennial,,,Forb
PF67019,Perennial forb 67019,PF67019,NonWoody,Forb,Perennial,,,Forb
PF68,Perennial forb 68,PF68,NonWoody,Forb,Perennial,,,Forb
PF68000,Perennial forb 68000,PF68000,NonWoody,Forb,Perennial,,,Forb
PF68019,Perennial forb 68019,PF68019,NonWoody,Forb,Perennial,,,Forb
PF701,Perennial forb 701,PF701,NonWoody,Forb,Perennial,,,Forb
PF702,Perennial forb 702,PF702,NonWoody,Forb,Perennial,,,Forb
PF71,Perennial forb 71,PF71,NonWoody,Forb,Perennial,,,Forb
PF72,Perennial forb 72,PF72,NonWoody,Forb,Perennial,,,Forb
PF73999,Perennial forb 73999,PF73999,NonWoody,Forb,Perennial,,,Forb
PF75031,Perennial forb 75031,PF75031,NonWoody,Forb,Perennial,,,Forb
PF77,Perennial forb 77,PF77,NonWoody,Forb,Perennial,,,Forb
PF80000,Perennial forb 80000,PF80000,NonWoody,Forb,Perennial,,,Forb
PF804,Perennial forb 804,PF804,NonWoody,Forb,Perennial,,,Forb
PF826,Perennial forb 826,PF826,NonWoody,Forb,Perennial,,,Forb
PF828,Perennial forb 828,PF828,NonWoody,Forb,Perennial,,,Forb
PF833,Perennial forb 833,PF833,NonWoody,Forb,Perennial,,,Forb
PF87,Perennial forb 87,PF87,NonWoody,Forb,Perennial,,,Forb
PF90007,Perennial forb 90007,PF90007,NonWoody,Forb,Perennial,,,Forb
PF90071,Perennial forb 90071,PF90071,NonWoody,Forb,Perennial,,,Forb
PF90074,Perennial forb 90074,PF90074,NonWoody,Forb,Perennial,,,Forb
PF90075,Perennial forb 90075,PF90075,NonWoody,Forb,Perennial,,,Forb
PF90076,Perennial forb 90076,PF90076,NonWoody,Forb,Perennial,,,Forb
PF91,Perennial forb 91,PF91,NonWoody,Forb,Perennial,,,Forb
PF91074,Perennial forb 91074,PF91074,NonWoody,Forb,Perennial,,,Forb
PF91076,Perennial forb 91076,PF91076,NonWoody,Forb,Perennial,,,Forb
PF91080,Perennial forb 91080,PF91080,NonWoody,Forb,Perennial,,,Forb
PF92013,Perennial forb 92013,PF92013,NonWoody,Forb,Perennial,,,Forb
PF94169,Perennial forb 94169,PF94169,NonWoody,Forb,Perennial,,,Forb
PF95045,Perennial forb 95045,PF95045,NonWoody,Forb,Perennial,,,Forb
PF95047,Perennial forb 95047,PF95047,NonWoody,Forb,Perennial,,,Forb
PF95048,Perennial forb 95048,PF95048,NonWoody,Forb,Perennial,,,Forb
PF95051,Perennial forb 95051,PF95051,NonWoody,Forb,Perennial,,,Forb
PF95077,Perennial forb 95077,PF95077,NonWoody,Forb,Perennial,,,Forb
PF97000,Perennial forb 97000,PF97000,NonWoody,Forb,Perennial,,,Forb
PFO2,Perennial forb,PFO2,NonWoody,Forb,Perennial,,,Forb
PFPF,Perennial forb,PFPF,NonWoody,Forb,Perennial,,,Forb
PG-050,Perennial grass 050,PG-050,NonWoody,Graminoid,Perennial,,,Graminoid
PG00,Perennial grass 00,PG00,NonWoody,Graminoid,Perennial,,,Graminoid
PG000,Perennial grass 000,PG000,NonWoody,Graminoid,Perennial,,,Graminoid
PG00000,Perennial grass 00000,PG00000,NonWoody,Graminoid,Perennial,,,Graminoid
PG01,Perennial grass 01,PG01,NonWoody,Graminoid,Perennial,,,Graminoid
PG01000,Perennial grass 01000,PG01000,NonWoody,Graminoid,Perennial,,,Graminoid
PG01003,Perennial grass 01003,PG01003,NonWoody,Graminoid,Perennial,,,Graminoid
PG01004,Perennial grass 01004,PG01004,NonWoody,Graminoid,Perennial,,,Graminoid
PG01005,Perennial grass 01005,PG01005,NonWoody,Graminoid,Perennial,,,Graminoid
PG01007,Perennial grass 01007,PG01007,NonWoody,Graminoid,Perennial,,,Graminoid
PG01011,Perennial grass 01011,PG01011,NonWoody,Graminoid,Perennial,,,Graminoid
PG01015,Perennial grass 01015,PG01015,NonWoody,Graminoid,Perennial,,,Graminoid
PG01016,Perennial grass 01016,PG01016,NonWoody,Graminoid,Perennial,,,Graminoid
PG01022,Perennial grass 01022,PG01022,NonWoody,Graminoid,Perennial,,,Graminoid
PG01050,Perennial grass 01050,PG01050,NonWoody,Graminoid,Perennial,,,Graminoid
PG02,Perennial grass 02,PG02,NonWoody,Graminoid,Perennial,,,Graminoid
PG02000,Perennial grass 02000,PG02000,NonWoody,Graminoid,Perennial,,,Graminoid
PG02001,Perennial grass 02001,PG02001,NonWoody,Graminoid,Perennial,,,Graminoid
PG02002,Perennial grass 02002,PG02002,NonWoody,Graminoid,Perennial,,,Graminoid
PG02003,Perennial grass 02003,PG02003,NonWoody,Graminoid,Perennial,,,Graminoid
PG02004,Perennial grass 02004,PG02004,NonWoody,Graminoid,Perennial,,,Graminoid
PG02005,Perennial grass 02005,PG02005,NonWoody,Graminoid,Perennial,,,Graminoid
PG02007,Perennial grass 02007,PG02007,NonWoody,Graminoid,Perennial,,,Graminoid
PG02010,Perennial grass 02010,PG02010,NonWoody,Graminoid,Perennial,,,Graminoid
PG02012,Perennial grass 02012,PG02012,NonWoody,Graminoid,Perennial,,,Graminoid
PG02015,Perennial grass 02015,PG02015,NonWoody,Graminoid,Perennial,,,Graminoid
PG02018,Perennial grass 02018,PG02018,NonWoody,Graminoid,Perennial,,,Graminoid
PG02105,Perennial grass 02105,PG02105,NonWoody,Graminoid,Perennial,,,Graminoid
PG03,Perennial grass 03,PG03,NonWoody,Graminoid,Perennial,,,Graminoid
PG03000,Perennial grass 03000,PG03000,NonWoody,Graminoid,Perennial,,,Graminoid
PG03001,Perennial grass 03001,PG03001,NonWoody,Graminoid,Perennial,,,Graminoid
PG03007,Perennial grass 03007,PG03007,NonWoody,Graminoid,Perennial,,,Graminoid
PG03100,Perennial grass 03100,PG03100,NonWoody,Graminoid,Perennial,,,Graminoid
PG04,Perennial grass 04,PG04,NonWoody,Graminoid,Perennial,,,Graminoid
PG04001,Perennial grass 04001,PG04001,NonWoody,Graminoid,Perennial,,,Graminoid
PG04003,Perennial grass 04003,PG04003,NonWoody,Graminoid,Perennial,,,Graminoid
PG04004,Perennial grass 04004,PG04004,NonWoody,Graminoid,Perennial,,,Graminoid
PG04006,Perennial grass 04006,PG04006,NonWoody,Graminoid,Perennial,,,Graminoid
PG04014,Perennial grass 04014,PG04014,NonWoody,Graminoid,Perennial,,,Graminoid
PG04015,Perennial grass 04015,PG04015,NonWoody,Graminoid,Perennial,,,Graminoid
PG04016,Perennial grass 04016,PG04016,NonWoody,Graminoid,Perennial,,,Graminoid
PG04017,Perennial grass 04017,PG04017,NonWoody,Graminoid,Perennial,,,Graminoid
PG04018,Perennial grass 04018,PG04018,NonWoody,Graminoid,Perennial,,,Graminoid
PG04029,Perennial grass 04029,PG04029,NonWoody,Graminoid,Perennial,,,Graminoid
PG04253,Perennial grass 04253,PG04253,NonWoody,Graminoid,Perennial,,,Graminoid
PG05,Perennial grass 05,PG05,NonWoody,Graminoid,Perennial,,,Graminoid
PG05000,Perennial grass 05000,PG05000,NonWoody,Graminoid,Perennial,,,Graminoid
PG05002,Perennial grass 05002,PG05002,NonWoody,Graminoid,Perennial,,,Graminoid
PG05003,Perennial grass 05003,PG05003,NonWoody,Graminoid,Perennial,,,Graminoid
PG05004,Perennial grass 05004,PG05004,NonWoody,Graminoid,Perennial,,,Graminoid
PG05005,Perennial grass 05005,PG05005,NonWoody,Graminoid,Perennial,,,Graminoid
PG05006,Perennial grass 05006,PG05006,NonWoody,Graminoid,Perennial,,,Graminoid
PG05008,Perennial grass 05008,PG05008,NonWoody,Graminoid,Perennial,,,Graminoid
PG05010,Perennial grass 05010,PG05010,NonWoody,Graminoid,Perennial,,,Graminoid
PG05045,Perennial grass 05045,PG05045,NonWoody,Graminoid,Perennial,,,Graminoid
PG05999,Perennial grass 05999,PG05999,NonWoody,Graminoid,Perennial,,,Graminoid
PG06,Perennial grass 06,PG06,NonWoody,Graminoid,Perennial,,,Graminoid
PG06000,Perennial grass 06000,PG06000,NonWoody,Graminoid,Perennial,,,Graminoid
PG06001,Perennial grass 06001,PG06001,NonWoody,Graminoid,Perennial,,,Graminoid
PG06002,Perennial grass 06002,PG06002,NonWoody,Graminoid,Perennial,,,Graminoid
PG06004,Perennial grass 06004,PG06004,NonWoody,Graminoid,Perennial,,,Graminoid
PG06005,Perennial grass 06005,PG06005,NonWoody,Graminoid,Perennial,,,Graminoid
PG06011,Perennial grass 06011,PG06011,NonWoody,Graminoid,Perennial,,,Graminoid
PG06100,Perennial grass 06100,PG06100,NonWoody,Graminoid,Perennial,,,Graminoid
PG06152,Perennial grass 06152,PG06152,NonWoody,Graminoid,Perennial,,,Graminoid
PG06158,Perennial grass 06158,PG06158,NonWoody,Graminoid,Perennial,,,Graminoid
PG07,Perennial grass 07,PG07,NonWoody,Graminoid,Perennial,,,Graminoid
PG07000,Perennial grass 07000,PG07000,NonWoody,Graminoid,Perennial,,,Graminoid
PG07002,Perennial grass 07002,PG07002,NonWoody,Graminoid,Perennial,,,Graminoid
PG07003,Perennial grass 07003,PG07003,NonWoody,Graminoid,Perennial,,,Graminoid
PG07004,Perennial grass 07004,PG07004,NonWoody,Graminoid,Perennial,,,Graminoid
PG07006,Perennial grass 07006,PG07006,NonWoody,Graminoid,Perennial,,,Graminoid
PG07007,Perennial grass 07007,PG07007,NonWoody,Graminoid,Perennial,,,Graminoid
PG07008,Perennial grass 07008,PG07008,NonWoody,Graminoid,Perennial,,,Graminoid
PG07009,Perennial grass 07009,PG07009,NonWoody,Graminoid,Perennial,,,Graminoid
PG07032,Perennial grass 07032,PG07032,NonWoody,Graminoid,Perennial,,,Graminoid
PG07101,Perennial grass 07101,PG07101,NonWoody,Graminoid,Perennial,,,Graminoid
PG08,Perennial grass 08,PG08,NonWoody,Graminoid,Perennial,,,Graminoid
PG08000,Perennial grass 08000,PG08000,NonWoody,Graminoid,Perennial,,,Graminoid
PG08006,Perennial grass 08006,PG08006,NonWoody,Graminoid,Perennial,,,Graminoid
PG09,Perennial grass 09,PG09,NonWoody,Graminoid,Perennial,,,Graminoid
PG09000,Perennial grass 09000,PG09000,NonWoody,Graminoid,Perennial,,,Graminoid
PG09002,Perennial grass 09002,PG09002,NonWoody,Graminoid,Perennial,,,Graminoid
PG09004,Perennial grass 09004,PG09004,NonWoody,Graminoid,Perennial,,,Graminoid
PG09005,Perennial grass 09005,PG09005,NonWoody,Graminoid,Perennial,,,Graminoid
PG09006,Perennial grass 09006,PG09006,NonWoody,Graminoid,Perennial,,,Graminoid
PG09010,Perennial grass 09010,PG09010,NonWoody,Graminoid,Perennial,,,Graminoid
PG09011,Perennial grass 09011,PG09011,NonWoody,Graminoid,Perennial,,,Graminoid
PG09013,Perennial grass 09013,PG09013,NonWoody,Graminoid,Perennial,,,Graminoid
PG09014,Perennial grass 09014,PG09014,NonWoody,Graminoid,Perennial,,,Graminoid
PG09015,Perennial grass 09015,PG09015,NonWoody,Graminoid,Perennial,,,Graminoid
PG09016,Perennial grass 09016,PG09016,NonWoody,Graminoid,Perennial,,,Graminoid
PG09019,Perennial grass 09019,PG09019,NonWoody,Graminoid,Perennial,,,Graminoid
PG09027,Perennial grass 09027,PG09027,NonWoody,Graminoid,Perennial,,,Graminoid
PG09030,Perennial grass 09030,PG09030,NonWoody,Graminoid,Perennial,,,Graminoid
PG09036,Perennial grass 09036,PG09036,NonWoody,Graminoid,Perennial,,,Graminoid
PG09048,Perennial grass 09048,PG09048,NonWoody,Graminoid,Perennial,,,Graminoid
PG09948,Perennial grass 09948,PG09948,NonWoody,Graminoid,Perennial,,,Graminoid
PG09990,Perennial grass 09990,PG09990,NonWoody,Graminoid,Perennial,,,Graminoid
PG10,Perennial grass 10,PG10,NonWoody,Graminoid,Perennial,,,Graminoid
PG10000,Perennial grass 10000,PG10000,NonWoody,Graminoid,Perennial,,,Graminoid
PG10001,Perennial grass 10001,PG10001,NonWoody,Graminoid,Perennial,,,Graminoid
PG10002,Perennial grass 10002,PG10002,NonWoody,Graminoid,Perennial,,,Graminoid
PG10003,Perennial grass 10003,PG10003,NonWoody,Graminoid,Perennial,,,Graminoid
PG10004,Perennial grass 10004,PG10004,NonWoody,Graminoid,Perennial,,,Graminoid
PG1001,Perennial grass 1001,PG1001,NonWoody,Graminoid,Perennial,,,Graminoid
PG10016,Perennial grass 10016,PG10016,NonWoody,Graminoid,Perennial,,,Graminoid
PG1002,Perennial grass 1002,PG1002,NonWoody,Graminoid,Perennial,,,Graminoid
PG1006,Perennial grass 1006,PG1006,NonWoody,Graminoid,Perennial,,,Graminoid
PG11,Perennial grass 11,PG11,NonWoody,Graminoid,Perennial,,,Graminoid
PG11000,Perennial grass 11000,PG11000,NonWoody,Graminoid,Perennial,,,Graminoid
PG11001,Perennial grass 11001,PG11001,NonWoody,Graminoid,Perennial,,,Graminoid
PG11002,Perennial grass 11002,PG11002,NonWoody,Graminoid,Perennial,,,Graminoid
PG11004,Perennial grass 11004,PG11004,NonWoody,Graminoid,Perennial,,,Graminoid
PG11005,Perennial grass 11005,PG11005,NonWoody,Graminoid,Perennial,,,Graminoid
PG11006,Perennial grass 11006,PG11006,NonWoody,Graminoid,Perennial,,,Graminoid
PG11007,Perennial grass 11007,PG11007,NonWoody,Graminoid,Perennial,,,Graminoid
PG11008,Perennial grass 11008,PG11008,NonWoody,Graminoid,Perennial,,,Graminoid
