NameCode,Scientific,CurrentPLANTSCode,GrowthHabit,GrowthHabitSub,Duration,Nonnative,Invasive,GrowthHabitSub2
AG09000,Annual grass 09000,AG09000,NonWoody,Graminoid,Annual,,,Graminoid
AG1,Annual grass 1,AG1,NonWoody,Graminoid,Annual,,,Graminoid
AG10001,Annual grass 10001,AG10001,NonWoody,Graminoid,Annual,,,Graminoid
AG109,Annual grass 109,AG109,NonWoody,Graminoid,Annual,,,Graminoid
AG11008,Annual grass 11008,AG11008,NonWoody,Graminoid,Annual,,,Graminoid
AG11018,Annual grass 11018,AG11018,NonWoody,Graminoid,Annual,,,Graminoid
AG11019,Annual grass 11019,AG11019,NonWoody,Graminoid,Annual,,,Graminoid
AG11020,Annual grass 11020,AG11020,NonWoody,Graminoid,Annual,,,Graminoid
AG11023,Annual grass 11023,AG11023,NonWoody,Graminoid,Annual,,,Graminoid
AG11030,Annual grass 11030,AG11030,NonWoody,Graminoid,Annual,,,Graminoid
AG11062,Annual grass 11062,AG11062,NonWoody,Graminoid,Annual,,,Graminoid
AG14,Annual grass 14,AG14,NonWoody,Graminoid,Annual,,,Graminoid
AG152,Annual grass 152,AG152,NonWoody,Graminoid,Annual,,,Graminoid
AG16000,Annual grass 16000,AG16000,NonWoody,Graminoid,Annual,,,Graminoid
AG1802,Annual grass 1802,AG1802,NonWoody,Graminoid,Annual,,,Graminoid
AG1806,Annual grass 1806,AG1806,NonWoody,Graminoid,Annual,,,Graminoid
AG1807,Annual grass 1807,AG1807,NonWoody,Graminoid,Annual,,,Graminoid
AG1810,Annual grass 1810,AG1810,NonWoody,Graminoid,Annual,,,Graminoid
AG1812,Annual grass 1812,AG1812,NonWoody,Graminoid,Annual,,,Graminoid
AG2003,Annual grass 2003,AG2003,NonWoody,Graminoid,Annual,,,Graminoid
AG21001,Annual grass 21001,AG21001,NonWoody,Graminoid,Annual,,,Graminoid
AG303,Annual grass 303,AG303,NonWoody,Graminoid,Annual,,,Graminoid
AG306,Annual grass 306,AG306,NonWoody,Graminoid,Annual,,,Graminoid
AG3102,Annual grass 3102,AG3102,NonWoody,Graminoid,Annual,,,Graminoid
AG402,Annual grass 402,AG402,NonWoody,Graminoid,Annual,,,Graminoid
AG605,Annual grass 605,AG605,NonWoody,Graminoid,Annual,,,Graminoid
AG606,Annual grass 606,AG606,NonWoody,Graminoid,Annual,,,Graminoid
AG666,Annual grass 666,AG666,NonWoody,Graminoid,Annual,,,Graminoid
AG67000,Annual grass 67000,AG67000,NonWoody,Graminoid,Annual,,,Graminoid
AG93003,Annual grass 93003,AG93003,NonWoody,Graminoid,Annual,,,Graminoid
AGCR2,Agrostis cryptandra,SPCR,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
AGCR4,Agathosma crenulata,AGCR4,Woody,Shrub,Perennial,,,Shrub
AGLOP,Agave lophantha var. poselgeri,AGLE,Woody,Succulent,Perennial,NATIVE,,Shrub
AL,,Drop,,,,,,
ALAS2,Allium ascalonicum,ALAS2,,,,,,
ALST2,Alyssum strigosum,ALST2,NonWoody,Forb,Annual,EXOTIC,INVASIVE,Forb
AM,,Drop,,,,,,
ARFO5,Arabis formosa,ARPUP,NonWoody,Forb,Perennial,NATIVE,,Forb
ARPU16,Arenaria pungens,MINUN2,NonWoody,Forb,Perennial,NATIVE,,Forb
ARTRP2,Artemisia tridentata ssp. Parishii,ARTRP2,Woody,Shrub,Perennial,NATIVE,,Shrub
ARTRP4,Artemisia tridentata ssp. Vaseyana,ARTRV,Woody,Shrub,Perennial,NATIVE,,Shrub
ASAR4,Astragalus argophyllus,ASAR4,NonWoody,Forb,Perennial,NATIVE,,Forb
ASSC7,Astragalus scopulorum,ASSC7,NonWoody,Forb,Perennial,NATIVE,,Forb
ASTERAAF,Aster annual forb,ASTERAAF,NonWoody,Forb,Annual,,,Forb
BAHI2,Balsamorhiza hispidula,BAHOH2,NonWoody,Forb,Perennial,NATIVE,,Forb
BAPE,Bahia pedata,BAPE,NonWoody,Forb,Annual,NATIVE,,Forb
BOEGLA7,Boechera or Boerhavia species (?),BOEGLA7,NonWoody,Forb,,,,Forb
BR,Bedrock,Drop,,,,,,
BRASS3,Brassavola,BRASS3,NonWoody,Forb,Perennial,,,Forb
BRASSIAF,Brassica (annual forb),BRASSIAF,NonWoody,Forb,Annual,EXOTIC,,Forb
BRCA3,Brickellia californica,BRCA3,Woody,Shrub,Perennial,NATIVE,,Shrub
BRCR4,Brassica cretica,BRCR4,NonWoody,Forb,,EXOTIC,,Forb
BRMAR,Bromus madritensis ssp. Rubens,BRRU2,NonWoody,Graminoid,Annual,EXOTIC,INVASIVE,Graminoid
BRTE2,Bromus texensis,BRTE2,NonWoody,Graminoid,Annual,NATIVE,,Graminoid
BUOC,Buellia ocellata (lichen),Drop,,,,,,
BY,Boulder,Drop,,,,,,
CB,Cobble,Drop,,,,,,
CEMA19,Centaurium maryannum,CEMA19,NonWoody,Forb,Annual,NATIVE,,Forb
CHRYS16,Chrysothemis,CHRYS16,NonWoody,Forb,Perennial,,,Forb
CHVI10,Chrysopsis villosa,HEVIV,NonWoody,Forb,Perennial,NATIVE,,Forb
CM,,Drop,,,,,,
CRFL2,Crataegus flava,CRFL2,Woody,Shrub,Perennial,NATIVE,,Shrub
CULLE,Cullen,CULLE,NonWoody,Forb,,EXOTIC,INVASIVE,Forb
CY,Cyanobacteria,Drop,,,,,,
CYFI,Cyperus filicinus,CYFI,NonWoody,Graminoid,,NATIVE,,Graminoid
CYLIN2,Cylindropuntia,CYLIN2,Woody,Shrub,Perennial,NATIVE,,Shrub
D,Duff,Drop,,,,,,
DEAD SHRUB,Dead shrub,Drop,,,,,,
DICO6,Digitaria cognata,DICO6,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
DN,,Drop,,,,,,
DS,,Drop,,,,,,
EL,Embeded litter,Drop,,,,,,
ELEL2,Eleocharis elongata,ELEL2,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ELELLA,,ELELLA,,,,,,
ELJU,Elymus junceus,PSJU3,NonWoody,Graminoid,Perennial,EXOTIC,,Graminoid
ELLA,Eleocharis lanceolata,ELLA,NonWoody,Graminoid,Annual,NATIVE,,Graminoid
ELTR3,Elymus triticoides,LETR5,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ERAL17,Erigeron alpiniformis,ERAL17,NonWoody,Forb,Perennial,NATIVE,,Forb
ERCO7,Eriocaulon compressum,ERCO7,NonWoody,Forb,Perennial,NATIVE,,Forb
ERCOC14,Ericameria cooperi var. cooperi,ERCO23,Woody,Shrub,Perennial,NATIVE,,Shrub
EREM2,,EREM2,,,,,,
ERKIU,Eremogone kingii ssp. uintahensis,ARKIU2,NonWoody,Forb,Perennial,NATIVE,,Forb
ERNAO,Ericameria nauseosa ssp. consimilis var. oreophila,ERNAO,Woody,Shrub,Perennial,NATIVE,,Shrub
ERPU,Erigeron pulchellus,ERPU,NonWoody,Forb,Perennial,NATIVE,,Forb
FG,,Drop,,,,,,
GIPI,Gilia pinnatifida,ALPI2,NonWoody,Forb,Annual,NATIVE,,Forb
GLSPM,Glossopetalon spinescens var. meionandrum,GLSPM,Woody,Shrub,Perennial,NATIVE,,Shrub
GR,Graminoid,GR,NonWoody,Graminoid,,,,Graminoid
GR005,Gramoid 005,GR005,NonWoody,Graminoid,,,,Graminoid
GR09,Gramoid 09,GR09,NonWoody,Graminoid,,,,Graminoid
HAAC,Haplopappus acaulis,STAC,NonWoody,Forb,Perennial,NATIVE,,Forb
HAAR2,Haplopappus armerioides,STARA,NonWoody,Forb,Perennial,NATIVE,,Forb
HEDYS,Hedysarum,HEDYS,NonWoody,Forb,Perennial,NATIVE,,Forb
HL,Herbaceous litter,Drop,,,,,,
HT,,Drop,,,,,,
IOAL2,Ionaspis alba (lichen),Drop,,,,,,
IPAGA2,Ipomopsis aggregata ssp. Attenuata,IPAGA2,NonWoody,Forb,Perennial,NATIVE,,Forb
JUBE2,Justicia betonica,JUBE2,NonWoody,Forb,Perennial,,,Forb
JUHA2,Juncus haenkei,JUHA2,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
KOCR,Koeleria cristata,KOMA,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
L,,Drop,,,,,,
LC,Lichen,Drop,,,,,,
LECI2,Lesquerella cinerea,LECI2,NonWoody,Forb,Perennial,NATIVE,,Forb
LEDEB2,Lepidium densiflorum var. bourgeauanum,LERAB2,NonWoody,Forb,Perennial,NATIVE,,Forb
LEGO,Lesquerella gordonii,LEGO,NonWoody,Forb,Annual,NATIVE,,Forb
LEPA48,Lesquerella palmeri,LEPA48,,Forb,,,,Forb
LEPI2,Lepidium pinnatisectum,LEPI2,NonWoody,Forb,Annual,NATIVE,,Forb
LEPcfMON,,LEPcfMON,,,,,,
LEWA,Leptodactylon watsonii,LIWA4,NonWoody,Forb,Perennial,NATIVE,,Forb
LIPR,Linum pratense,LIPR,NonWoody,Forb,Annual,NATIVE,,Forb
LM,,Drop,,,,,,
LOAM2,Lomariopsis amydrophlebia,LOAM2,NonWoody,Forb,Perennial,NATIVE,,Forb
LUCAA,Lupinus caudatus ssp. argophyllus,LUCAA,NonWoody,Forb,Perennial,NATIVE,,Forb
M,Moss,Drop,,,,,,
MACAA2,Machaeranthera canescens ssp. glabra var. aristata,MACAA2,NonWoody,Forb,Annual,NATIVE,,Forb
MASU,Madia subspicata,MASU,NonWoody,Forb,Annual,NATIVE,,Forb
MEAR4,Mentha arvensis,MEAR4,NonWoody,Forb,Perennial,NATIVE,,Forb
MELIL,Melilotus,MELIL,NonWoody,Forb,,EXOTIC,INVASIVE,Forb
MINAN,Mimulus nanus ssp. nanus,MINAN2,NonWoody,Forb,Annual,NATIVE,,Forb
MYOD,Myrrhis odorata,MYOD,NonWoody,Forb,Perennial,EXOTIC,INVASIVE,Forb
NAPR,Navarretia prolifera,NAPR,NonWoody,Forb,Annual,NATIVE,,Forb
NIQU,Nicotiana quadrivalvis,NIQU,NonWoody,Forb,Annual,NATIVE,,Forb
NL,,Drop,,,,,,
NT,,Drop,,,,,,
None,,Drop,,,,,,
OM,,Drop,,,,,,
OPIM,Opuntia imbricata,CYIMI,Woody,Shrub,Perennial,NATIVE,,Shrub
OPLE,Opuntia leptocaulis,CYLE8,Woody,Succulent,Perennial,NATIVE,,Shrub
OPPU2,Opuntia pusilla,OPPU2,Woody,Succulent,Perennial,NATIVE,,Shrub
ORHY,Oryzopsis hymenoides,ACHY,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
OTHER,,OTHER,,,,,,
PC,,Drop,,,,,,
PETRA,Petradoria,PETRA,NonWoody,Forb,Perennial,NATIVE,,Forb
PF00,Perennial forb 00,PF00,NonWoody,Forb,Perennial,,,Forb
PF000,Perennial forb 000,PF000,NonWoody,Forb,Perennial,,,Forb
PF00000,Perennial forb 00000,PF00000,NonWoody,Forb,Perennial,,,Forb
PF01,Perennial forb 01,PF01,NonWoody,Forb,Perennial,,,Forb
PF01000,Perennial forb 01000,PF01000,NonWoody,Forb,Perennial,,,Forb
PF01001,Perennial forb 01001,PF01001,NonWoody,Forb,Perennial,,,Forb
PF01003,Perennial forb 01003,PF01003,NonWoody,Forb,Perennial,,,Forb
PF01006,Perennial forb 01006,PF01006,NonWoody,Forb,Perennial,,,Forb
PF01009,Perennial forb 01009,PF01009,NonWoody,Forb,Perennial,,,Forb
PF01011,Perennial forb 01011,PF01011,NonWoody,Forb,Perennial,,,Forb
PF01023,Perennial forb 01023,PF01023,NonWoody,Forb,Perennial,,,Forb
PF01030,Perennial forb 01030,PF01030,NonWoody,Forb,Perennial,,,Forb
PF01036,Perennial forb 01036,PF01036,NonWoody,Forb,Perennial,,,Forb
PF01050,Perennial forb 01050,PF01050,NonWoody,Forb,Perennial,,,Forb
PF01064,Perennial forb 01064,PF01064,NonWoody,Forb,Perennial,,,Forb
PF01074,Perennial forb 01074,PF01074,NonWoody,Forb,Perennial,,,Forb
PF01075,Perennial forb 01075,PF01075,NonWoody,Forb,Perennial,,,Forb
PF01077,Perennial forb 01077,PF01077,NonWoody,Forb,Perennial,,,Forb
PF01083,Perennial forb 01083,PF01083,NonWoody,Forb,Perennial,,,Forb
PF01086,Perennial forb 01086,PF01086,NonWoody,Forb,Perennial,,,Forb
PF01090,Perennial forb 01090,PF01090,NonWoody,Forb,Perennial,,,Forb
PF01091,Perennial forb 01091,PF01091,NonWoody,Forb,Perennial,,,Forb
PF01096,Perennial forb 01096,PF01096,NonWoody,Forb,Perennial,,,Forb
PF01103,Perennial forb 01103,PF01103,NonWoody,Forb,Perennial,,,Forb
PF01127,Perennial forb 01127,PF01127,NonWoody,Forb,Perennial,,,Forb
PF02,Perennial forb 02,PF02,NonWoody,Forb,Perennial,,,Forb
PF02000,Perennial forb 02000,PF02000,NonWoody,Forb,Perennial,,,Forb
PF02001,Perennial forb 02001,PF02001,NonWoody,Forb,Perennial,,,Forb
PF02002,Perennial forb 02002,PF02002,NonWoody,Forb,Perennial,,,Forb
PF02004,Perennial forb 02004,PF02004,NonWoody,Forb,Perennial,,,Forb
PF02005,Perennial forb 02005,PF02005,NonWoody,Forb,Perennial,,,Forb
PF02007,Perennial forb 02007,PF02007,NonWoody,Forb,Perennial,,,Forb
PF02011,Perennial forb 02011,PF02011,NonWoody,Forb,Perennial,,,Forb
PF02018,Perennial forb 02018,PF02018,NonWoody,Forb,Perennial,,,Forb
PF02019,Perennial forb 02019,PF02019,NonWoody,Forb,Perennial,,,Forb
PF02023,Perennial forb 02023,PF02023,NonWoody,Forb,Perennial,,,Forb
PF02026,Perennial forb 02026,PF02026,NonWoody,Forb,Perennial,,,Forb
PF02036,Perennial forb 02036,PF02036,NonWoody,Forb,Perennial,,,Forb
PF02047,Perennial forb 02047,PF02047,NonWoody,Forb,Perennial,,,Forb
PF02068,Perennial forb 02068,PF02068,NonWoody,Forb,Perennial,,,Forb
PF02069,Perennial forb 02069,PF02069,NonWoody,Forb,Perennial,,,Forb
PF02077,Perennial forb 02077,PF02077,NonWoody,Forb,Perennial,,,Forb
PF02084,Perennial forb 02084,PF02084,NonWoody,Forb,Perennial,,,Forb
PF02163,Perennial forb 02163,PF02163,NonWoody,Forb,Perennial,,,Forb
PF02532,Perennial forb 02532,PF02532,NonWoody,Forb,Perennial,,,Forb
PF02609,Perennial forb 02609,PF02609,NonWoody,Forb,Perennial,,,Forb
PF02610,Perennial forb 02610,PF02610,NonWoody,Forb,Perennial,,,Forb
PF02804,Perennial forb 02804,PF02804,NonWoody,Forb,Perennial,,,Forb
PF02805,Perennial forb 02805,PF02805,NonWoody,Forb,Perennial,,,Forb
PF02806,Perennial forb 02806,PF02806,NonWoody,Forb,Perennial,,,Forb
PF02807,Perennial forb 02807,PF02807,NonWoody,Forb,Perennial,,,Forb
PF03,Perennial forb 03,PF03,NonWoody,Forb,Perennial,,,Forb
PF03000,Perennial forb 03000,PF03000,NonWoody,Forb,Perennial,,,Forb
PF03004,Perennial forb 03004,PF03004,NonWoody,Forb,Perennial,,,Forb
PF03006,Perennial forb 03006,PF03006,NonWoody,Forb,Perennial,,,Forb
PF03009,Perennial forb 03009,PF03009,NonWoody,Forb,Perennial,,,Forb
PF03011,Perennial forb 03011,PF03011,NonWoody,Forb,Perennial,,,Forb
PF03013,Perennial forb 03013,PF03013,NonWoody,Forb,Perennial,,,Forb
PF03028,Perennial forb 03028,PF03028,NonWoody,Forb,Perennial,,,Forb
PF03064,Perennial forb 03064,PF03064,NonWoody,Forb,Perennial,,,Forb
PF03071,Perennial forb 03071,PF03071,NonWoody,Forb,Perennial,,,Forb
PF03079,Perennial forb 03079,PF03079,NonWoody,Forb,Perennial,,,Forb
PF03117,Perennial forb 03117,PF03117,NonWoody,Forb,Perennial,,,Forb
PF03118,Perennial forb 03118,PF03118,NonWoody,Forb,Perennial,,,Forb
PF03201,Perennial forb 03201,PF03201,NonWoody,Forb,Perennial,,,Forb
PF04,Perennial forb 04,PF04,NonWoody,Forb,Perennial,,,Forb
PF04000,Perennial forb 04000,PF04000,NonWoody,Forb,Perennial,,,Forb
PF04001,Perennial forb 04001,PF04001,NonWoody,Forb,Perennial,,,Forb
PF04004,Perennial forb 04004,PF04004,NonWoody,Forb,Perennial,,,Forb
PF04008,Perennial forb 04008,PF04008,NonWoody,Forb,Perennial,,,Forb
PF04015,Perennial forb 04015,PF04015,NonWoody,Forb,Perennial,,,Forb
PF04016,Perennial forb 04016,PF04016,NonWoody,Forb,Perennial,,,Forb
PF04020,Perennial forb 04020,PF04020,NonWoody,Forb,Perennial,,,Forb
PF04022,Perennial forb 04022,PF04022,NonWoody,Forb,Perennial,,,Forb
PF04023,Perennial forb 04023,PF04023,NonWoody,Forb,Perennial,,,Forb
PF04024,Perennial forb 04024,PF04024,NonWoody,Forb,Perennial,,,Forb
PF04025,Perennial forb 04025,PF04025,NonWoody,Forb,Perennial,,,Forb
PF04033,Perennial forb 04033,PF04033,NonWoody,Forb,Perennial,,,Forb
PF04045,Perennial forb 04045,PF04045,NonWoody,Forb,Perennial,,,Forb
PF04047,Perennial forb 04047,PF04047,NonWoody,Forb,Perennial,,,Forb
PF04072,Perennial forb 04072,PF04072,NonWoody,Forb,Perennial,,,Forb
PF04079,Perennial forb 04079,PF04079,NonWoody,Forb,Perennial,,,Forb
PF04080,Perennial forb 04080,PF04080,NonWoody,Forb,Perennial,,,Forb
PF04085,Perennial forb 04085,PF04085,NonWoody,Forb,Perennial,,,Forb
PF04086,Perennial forb 04086,PF04086,NonWoody,Forb,Perennial,,,Forb
PF04096,Perennial forb 04096,PF04096,NonWoody,Forb,Perennial,,,Forb
PF04098,Perennial forb 04098,PF04098,NonWoody,Forb,Perennial,,,Forb
PF04102,Perennial forb 04102,PF04102,NonWoody,Forb,Perennial,,,Forb
PF04104,Perennial forb 04104,PF04104,NonWoody,Forb,Perennial,,,Forb
PF04105,Perennial forb 04105,PF04105,NonWoody,Forb,Perennial,,,Forb
PF04110,Perennial forb 04110,PF04110,NonWoody,Forb,Perennial,,,Forb
PF04276,Perennial forb 04276,PF04276,NonWoody,Forb,Perennial,,,Forb
PF04300,Perennial forb 04300,PF04300,NonWoody,Forb,Perennial,,,Forb
PF04301,Perennial forb 04301,PF04301,NonWoody,Forb,Perennial,,,Forb
PF04302,Perennial forb 04302,PF04302,NonWoody,Forb,Perennial,,,Forb
PF05,Perennial forb 05,PF05,NonWoody,Forb,Perennial,,,Forb
PF05000,Perennial forb 05000,PF05000,NonWoody,Forb,Perennial,,,Forb
PF05001,Perennial forb 05001,PF05001,NonWoody,Forb,Perennial,,,Forb
PF05003,Perennial forb 05003,PF05003,NonWoody,Forb,Perennial,,,Forb
PF05005,Perennial forb 05005,PF05005,NonWoody,Forb,Perennial,,,Forb
PF05007,Perennial forb 05007,PF05007,NonWoody,Forb,Perennial,,,Forb
PF05010,Perennial forb 05010,PF05010,NonWoody,Forb,Perennial,,,Forb
PF05011,Perennial forb 05011,PF05011,NonWoody,Forb,Perennial,,,Forb
PF05013,Perennial forb 05013,PF05013,NonWoody,Forb,Perennial,,,Forb
PF05018,Perennial forb 05018,PF05018,NonWoody,Forb,Perennial,,,Forb
PF05025,Perennial forb 05025,PF05025,NonWoody,Forb,Perennial,,,Forb
PF05027,Perennial forb 05027,PF05027,NonWoody,Forb,Perennial,,,Forb
PF05030,Perennial forb 05030,PF05030,NonWoody,Forb,Perennial,,,Forb
PF05031,Perennial forb 05031,PF05031,NonWoody,Forb,Perennial,,,Forb
PF05036,Perennial forb 05036,PF05036,NonWoody,Forb,Perennial,,,Forb
PF05037,Perennial forb 05037,PF05037,NonWoody,Forb,Perennial,,,Forb
PF05038,Perennial forb 05038,PF05038,NonWoody,Forb,Perennial,,,Forb
PF05039,Perennial forb 05039,PF05039,NonWoody,Forb,Perennial,,,Forb
PF05041,Perennial forb 05041,PF05041,NonWoody,Forb,Perennial,,,Forb
PF05043,Perennial forb 05043,PF05043,NonWoody,Forb,Perennial,,,Forb
PF05045,Perennial forb 05045,PF05045,NonWoody,Forb,Perennial,,,Forb
PF05054,Perennial forb 05054,PF05054,NonWoody,Forb,Perennial,,,Forb
PF05055,Perennial forb 05055,PF05055,NonWoody,Forb,Perennial,,,Forb
PF05057,Perennial forb 05057,PF05057,NonWoody,Forb,Perennial,,,Forb
PF05058,Perennial forb 05058,PF05058,NonWoody,Forb,Perennial,,,Forb
PF05069,Perennial forb 05069,PF05069,NonWoody,Forb,Perennial,,,Forb
PF05070,Perennial forb 05070,PF05070,NonWoody,Forb,Perennial,,,Forb
PF05074,Perennial forb 05074,PF05074,NonWoody,Forb,Perennial,,,Forb
PF05078,Perennial forb 05078,PF05078,NonWoody,Forb,Perennial,,,Forb
PF05082,Perennial forb 05082,PF05082,NonWoody,Forb,Perennial,,,Forb
PF05083,Perennial forb 05083,PF05083,NonWoody,Forb,Perennial,,,Forb
PF05089,Perennial forb 05089,PF05089,NonWoody,Forb,Perennial,,,Forb
PF06,Perennial forb 06,PF06,NonWoody,Forb,Perennial,,,Forb
PF06000,Perennial forb 06000,PF06000,NonWoody,Forb,Perennial,,,Forb
PF06001,Perennial forb 06001,PF06001,NonWoody,Forb,Perennial,,,Forb
PF06002,Perennial forb 06002,PF06002,NonWoody,Forb,Perennial,,,Forb
PF06003,Perennial forb 06003,PF06003,NonWoody,Forb,Perennial,,,Forb
PF06005,Perennial forb 06005,PF06005,NonWoody,Forb,Perennial,,,Forb
PF06007,Perennial forb 06007,PF06007,NonWoody,Forb,Perennial,,,Forb
PF06008,Perennial forb 06008,PF06008,NonWoody,Forb,Perennial,,,Forb
PF06061,Perennial forb 06061,PF06061,NonWoody,Forb,Perennial,,,Forb
PF06062,Perennial forb 06062,PF06062,NonWoody,Forb,Perennial,,,Forb
PF06102,Perennial forb 06102,PF06102,NonWoody,Forb,Perennial,,,Forb
PF06103,Perennial forb 06103,PF06103,NonWoody,Forb,Perennial,,,Forb
PF06425,Perennial forb 06425,PF06425,NonWoody,Forb,Perennial,,,Forb
PF069,Perennial forb 069,PF069,NonWoody,Forb,Perennial,,,Forb
PF07,Perennial forb 07,PF07,NonWoody,Forb,Perennial,,,Forb
PF07000,Perennial forb 07000,PF07000,NonWoody,Forb,Perennial,,,Forb
PF07001,Perennial forb 07001,PF07001,NonWoody,Forb,Perennial,,,Forb
PF07003,Perennial forb 07003,PF07003,NonWoody,Forb,Perennial,,,Forb
PF07005,Perennial forb 07005,PF07005,NonWoody,Forb,Perennial,,,Forb
PF07008,Perennial forb 07008,PF07008,NonWoody,Forb,Perennial,,,Forb
PF07009,Perennial forb 07009,PF07009,NonWoody,Forb,Perennial,,,Forb
PF07010,Perennial forb 07010,PF07010,NonWoody,Forb,Perennial,,,Forb
PF07018,Perennial forb 07018,PF07018,NonWoody,Forb,Perennial,,,Forb
PF07019,Perennial forb 07019,PF07019,NonWoody,Forb,Perennial,,,Forb
PF07020,Perennial forb 07020,PF07020,NonWoody,Forb,Perennial,,,Forb
PF07023,Perennial forb 07023,PF07023,NonWoody,Forb,Perennial,,,Forb
PF07025,Perennial forb 07025,PF07025,NonWoody,Forb,Perennial,,,Forb
PF07026,Perennial forb 07026,PF07026,NonWoody,Forb,Perennial,,,Forb
PF07028,Perennial forb 07028,PF07028,NonWoody,Forb,Perennial,,,Forb
PF07035,Perennial forb 07035,PF07035,NonWoody,Forb,Perennial,,,Forb
PF07036,Perennial forb 07036,PF07036,NonWoody,Forb,Perennial,,,Forb
PF07064,Perennial forb 07064,PF07064,NonWoody,Forb,Perennial,,,Forb
PF07139,Perennial forb 07139,PF07139,NonWoody,Forb,Perennial,,,Forb
PF07140,Perennial forb 07140,PF07140,NonWoody,Forb,Perennial,,,Forb
PF07141,Perennial forb 07141,PF07141,NonWoody,Forb,Perennial,,,Forb
PF07142,Perennial forb 07142,PF07142,NonWoody,Forb,Perennial,,,Forb
PF07159,Perennial forb 07159,PF07159,NonWoody,Forb,Perennial,,,Forb
PF07178,Perennial forb 07178,PF07178,NonWoody,Forb,Perennial,,,Forb
PF08,Perennial forb 08,PF08,NonWoody,Forb,Perennial,,,Forb
PF08000,Perennial forb 08000,PF08000,NonWoody,Forb,Perennial,,,Forb
PF08001,Perennial forb 08001,PF08001,NonWoody,Forb,Perennial,,,Forb
PF08002,Perennial forb 08002,PF08002,NonWoody,Forb,Perennial,,,Forb
PF08004,Perennial forb 08004,PF08004,NonWoody,Forb,Perennial,,,Forb
PF08007,Perennial forb 08007,PF08007,NonWoody,Forb,Perennial,,,Forb
PF08008,Perennial forb 08008,PF08008,NonWoody,Forb,Perennial,,,Forb
PF08033,Perennial forb 08033,PF08033,NonWoody,Forb,Perennial,,,Forb
PF08041,Perennial forb 08041,PF08041,NonWoody,Forb,Perennial,,,Forb
PF08080,Perennial forb 08080,PF08080,NonWoody,Forb,Perennial,,,Forb
PF08100,Perennial forb 08100,PF08100,NonWoody,Forb,Perennial,,,Forb
PF09,Perennial forb 09,PF09,NonWoody,Forb,Perennial,,,Forb
PF09000,Perennial forb 09000,PF09000,NonWoody,Forb,Perennial,,,Forb
PF09001,Perennial forb 09001,PF09001,NonWoody,Forb,Perennial,,,Forb
PF09003,Perennial forb 09003,PF09003,NonWoody,Forb,Perennial,,,Forb
PF09004,Perennial forb 09004,PF09004,NonWoody,Forb,Perennial,,,Forb
PF09005,Perennial forb 09005,PF09005,NonWoody,Forb,Perennial,,,Forb
PF09006,Perennial forb 09006,PF09006,NonWoody,Forb,Perennial,,,Forb
PF09010,Perennial forb 09010,PF09010,NonWoody,Forb,Perennial,,,Forb
PF09014,Perennial forb 09014,PF09014,NonWoody,Forb,Perennial,,,Forb
PF09020,Perennial forb 09020,PF09020,NonWoody,Forb,Perennial,,,Forb
PF09021,Perennial forb 09021,PF09021,NonWoody,Forb,Perennial,,,Forb
PF09023,Perennial forb 09023,PF09023,NonWoody,Forb,Perennial,,,Forb
PF09034,Perennial forb 09034,PF09034,NonWoody,Forb,Perennial,,,Forb
PF09038,Perennial forb 09038,PF09038,NonWoody,Forb,Perennial,,,Forb
PF09049,Perennial forb 09049,PF09049,NonWoody,Forb,Perennial,,,Forb
PF09085,Perennial forb 09085,PF09085,NonWoody,Forb,Perennial,,,Forb
PF09086,Perennial forb 09086,PF09086,NonWoody,Forb,Perennial,,,Forb
PF09087,Perennial forb 09087,PF09087,NonWoody,Forb,Perennial,,,Forb
PF09096,Perennial forb 09096,PF09096,NonWoody,Forb,Perennial,,,Forb
PF09103,Perennial forb 09103,PF09103,NonWoody,Forb,Perennial,,,Forb
PF09104,Perennial forb 09104,PF09104,NonWoody,Forb,Perennial,,,Forb
PF09117,Perennial forb 09117,PF09117,NonWoody,Forb,Perennial,,,Forb
PF09119,Perennial forb 09119,PF09119,NonWoody,Forb,Perennial,,,Forb
PF09142,Perennial forb 09142,PF09142,NonWoody,Forb,Perennial,,,Forb
PF09160,Perennial forb 09160,PF09160,NonWoody,Forb,Perennial,,,Forb
PF10,Perennial forb 10,PF10,NonWoody,Forb,Perennial,,,Forb
PF10000,Perennial forb 10000,PF10000,NonWoody,Forb,Perennial,,,Forb
PF10003,Perennial forb 10003,PF10003,NonWoody,Forb,Perennial,,,Forb
PF10004,Perennial forb 10004,PF10004,NonWoody,Forb,Perennial,,,Forb
PF10008,Perennial forb 10008,PF10008,NonWoody,Forb,Perennial,,,Forb
PF10009,Perennial forb 10009,PF10009,NonWoody,Forb,Perennial,,,Forb
PF1001,Perennial forb 1001,PF1001,NonWoody,Forb,Perennial,,,Forb
PF1006,Perennial forb 1006,PF1006,NonWoody,Forb,Perennial,,,Forb
PF10096,Perennial forb 10096,PF10096,NonWoody,Forb,Perennial,,,Forb
PF1012,Perennial forb 1012,PF1012,NonWoody,Forb,Perennial,,,Forb
