ORIG_OID,OVERLAP_OID,ProjectKey,PrimaryKey,DateVisited
42622,37814,BLM_AIM,CA_CA-Redding-Carr-Fire-ESR-2021_HDW-048_V22021-09-01,2021-06-11
42623,36947,BLM_AIM,CA_CA-Redding-Carr-Fire-ESR-2021_HDW-049_V22021-09-01,2021-06-14
42624,37456,BLM_AIM,CA_CA-Redding-Carr-Fire-ESR-2021_HDW-050_V22021-09-01,2021-06-12
42625,37817,BLM_AIM,CA_CA-Redding-Carr-Fire-ESR-2021_MIX-086_V22021-09-01,2021-06-11
42626,37279,BLM_AIM,CA_CA-Redding-Carr-Fire-ESR-2021_MIX-088_V22021-09-01,2021-06-15
42627,37220,BLM_AIM,CA_CA-Redding-Carr-Fire-ESR-2021_MIX-091_V22021-09-01,2021-06-27
42628,35179,BLM_AIM,CA_CA-Redding-Carr-Fire-ESR-2021_MIX-092_V22021-09-01,2021-05-15
42629,37548,BLM_AIM,CA_CA-Redding-Carr-Fire-ESR-2021_MIX-094_V22021-09-01,2021-06-10
42630,35534,BLM_AIM,CA_CA-Redding-Carr-Fire-ESR-2021_SEB-129_V22021-09-01,2021-05-14
42631,35766,BLM_AIM,CA_CA-Redding-Carr-Fire-ESR-2021_SEB-130_V22021-09-01,2021-05-12
42632,37013,BLM_AIM,CA_CA-Redding-Carr-Fire-ESR-2021_SEB-131_V22021-09-01,2021-05-17
42633,35860,BLM_AIM,CA_CA-Redding-Carr-Fire-ESR-2021_SEB-133_V22021-09-01,2021-05-03
42634,46075,BLM_AIM,CA_CA-Redding-FO-Klamathon-Fire-ESR-2021_KFB-03_V22021-09-01,2021-06-26
42635,46208,BLM_AIM,CA_CA-Redding-FO-Klamathon-Fire-ESR-2021_KFB-04_V22021-09-01,2021-06-25
42636,46190,BLM_AIM,CA_CA-Redding-FO-Klamathon-Fire-ESR-2021_KFB-08_V22021-09-01,2021-06-25
42637,46182,BLM_AIM,CA_CA-Redding-FO-Klamathon-Fire-ESR-2021_KFB-12_V22021-09-01,2021-06-24
42638,46093,BLM_AIM,CA_CA-Redding-FO-Klamathon-Fire-ESR-2021_KFB-13_V22021-09-01,2021-06-26
42639,26151,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_Pawnee-Fire-05_V12021-09-01,2021-05-17
42640,26554,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_Ranch-Fire-01_V12021-09-01,2021-05-13
42641,26514,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_Ranch-Fire-04_V12021-09-01,2021-05-12
42642,26571,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_Ranch-Fire-07_V12021-09-01,2021-05-13
42643,26486,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_Ranch-Fire-13_V12021-09-01,2021-05-15
42644,26252,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_Ranch-Fire-17_V12021-09-01,2021-05-26
42645,26253,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_Ranch-Fire-19_V12021-09-01,2021-05-26
42646,26450,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_Ranch-Fire-20_V12021-09-01,2021-05-16
42647,26529,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_Ranch-Fire-22_V12021-09-01,2021-05-14
42648,26416,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_River-Fire-01_V12021-09-01,2021-05-03
42649,26380,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_River-Fire-02_V12021-09-01,2021-05-03
42650,26565,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_River-Fire-05_V12021-09-01,2021-05-01
42651,26542,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_River-Fire-09_V12021-09-01,2021-05-02
42652,26559,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_River-Fire-10_V12021-09-01,2021-05-01
42653,26550,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_River-Fire-11_V12021-09-01,2021-05-02
42654,26369,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_River-Fire-13_V12021-09-01,2021-05-14
42655,26495,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_River-Fire-15_V12021-09-01,2021-05-13
42656,26183,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_River-Fire-17_V12021-09-01,2021-05-27
42657,26192,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_River-Fire-18_V12021-09-01,2021-05-27
42658,26531,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_River-Fire-19_V12021-09-01,2021-05-12
42659,26410,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_River-Fire-20_V12021-09-01,2021-05-25
42660,26182,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_River-Fire-21_V12021-09-01,2021-05-27
42661,26196,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_River-Fire-23_V12021-09-01,2021-05-26
42662,26496,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_River-Fire-24_V12021-09-01,2021-05-15
42663,26175,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_River-Fire-25_V12021-09-01,2021-05-28
42664,26189,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_River-Fire-29_V12021-09-01,2021-05-27
42665,26521,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_River-Fire-30_V12021-09-01,2021-05-13
42666,26447,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_River-Fire-31_V12021-09-01,2021-05-16
42667,26181,BLM_AIM,CA_CA-Ukiah-FO-ESR-2021_River-Fire-36_V12021-09-01,2021-05-28
42668,25852,BLM_AIM,CA_CA-Ukiah-FO-Walker-Ridge-Rare-Plants-2021_RPH-19_V12021-09-01,2021-05-19
42669,26093,BLM_AIM,CA_CA-Ukiah-FO-Walker-Ridge-Rare-Plants-2021_RPH-21_V12021-09-01,2021-06-02
42670,26086,BLM_AIM,CA_CA-Ukiah-FO-Walker-Ridge-Rare-Plants-2021_RPH-25_V12021-09-01,2021-06-08
42671,25945,BLM_AIM,CA_CA-Ukiah-FO-Walker-Ridge-Rare-Plants-Design-2-2021_Walker-Ridge-004_V12021-09-01,2021-06-24
42672,26292,BLM_AIM,CA_CA-Ukiah-FO-Walker-Ridge-Rare-Plants-Design-2-2021_Walker-Ridge-005_V12021-09-01,2021-07-06
42673,26169,BLM_AIM,CA_CA-Ukiah-FO-Walker-Ridge-Rare-Plants-Design-2-2021_Walker-Ridge-010_V12021-09-01,2021-07-07
42674,25881,BLM_AIM,CA_CA-Ukiah-FO-Walker-Ridge-Rare-Plants-Design-2-2021_Walker-Ridge-015_V12021-09-01,2021-07-08
42675,26055,BLM_AIM,CA_CA-Ukiah-FO-Walker-Ridge-Targeted-2021_Walker-Ridge-Targeted-001_V12021-09-01,2021-06-15
42676,26184,BLM_AIM,CA_CA-Ukiah-FO-Walker-Ridge-Targeted-2021_Walker-Ridge-Targeted-002_V12021-09-01,2021-06-16
42677,26313,BLM_AIM,CA_CA-Ukiah-FO-Walker-Ridge-Targeted-2021_Walker-Ridge-Targeted-003_V12021-09-01,2021-06-14
42678,26325,BLM_AIM,CA_CA-Ukiah-FO-Walker-Ridge-Targeted-2021_Walker-Ridge-Targeted-004_V12021-09-01,2021-06-23
42679,26353,BLM_AIM,CA_CA-Ukiah-FO-Walker-Ridge-Targeted-2021_Walker-Ridge-Targeted-006_V12021-09-01,2021-07-07
42680,7064,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-096_V12023-09-01,2023-05-27
42681,3067,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-097_V12023-09-01,2023-03-20
42682,3519,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-099_V12023-09-01,2023-03-16
42683,4535,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-100_V12023-09-01,2023-03-17
42684,5514,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-102_V12023-09-01,2023-04-27
42685,3533,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-103_V12023-09-01,2023-04-03
42686,13568,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-104_V12023-09-01,2023-05-24
42687,4988,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-105_V12023-09-01,2023-04-13
42688,4744,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-106_V12023-09-01,2023-04-13
42689,4543,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-107_V12023-09-01,2023-03-18
42690,5131,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-109_V12023-09-01,2023-03-31
42691,5549,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-110_V12023-09-01,2023-05-11
42692,4209,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-111_V12023-09-01,2023-03-31
42693,6341,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-114_V12023-09-01,2023-05-11
42694,3345,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-115_V12023-09-01,2023-03-17
42695,5157,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-117_V12023-09-01,2023-04-01
42696,6381,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-118_V12023-09-01,2023-05-28
42697,4476,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-119_V12023-09-01,2023-03-19
42698,12972,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-120_V12023-09-01,2023-05-24
42699,5727,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-121_V12023-09-01,2023-05-10
42700,5238,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-122_V12023-09-01,2023-03-30
42701,4566,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-123_V12023-09-01,2023-03-29
42702,8627,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-124_V12023-09-01,2023-05-26
42703,4783,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-125_V12023-09-01,2023-04-02
42704,7421,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-128_V12023-09-01,2023-05-27
42705,3202,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-129_V12023-09-01,2023-03-18
42706,5050,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-130_V12023-09-01,2023-04-02
42707,5750,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-131_V12023-09-01,2023-04-29
42708,4608,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-132_V12023-09-01,2023-03-17
42709,5876,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-134_V12023-09-01,2023-04-30
42710,7866,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-136_V12023-09-01,2023-04-02
42711,4864,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-137_V12023-09-01,2023-04-14
42712,5747,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-138_V12023-09-01,2023-04-28
42713,4557,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-139_V12023-09-01,2023-03-15
42714,9306,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-140_V12023-09-01,2023-05-15
42715,5387,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-142_V12023-09-01,2023-04-26
42716,6156,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-146_V12023-09-01,2023-05-15
42717,3307,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-149_V12023-09-01,2023-04-01
42718,6007,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-150_V12023-09-01,2023-04-27
42719,3769,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-151_V12023-09-01,2023-03-19
42720,4756,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-153_V12023-09-01,2023-03-20
42721,4710,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-155_V12023-09-01,2023-03-30
42722,8857,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-156_V12023-09-01,2023-05-26
42723,5340,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-158_V12023-09-01,2023-04-16
42724,4195,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-159_V12023-09-01,2023-03-20
42725,7204,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-160_V12023-09-01,2023-05-26
42726,3171,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-161_V12023-09-01,2023-04-16
42727,6780,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-162_V12023-09-01,2023-04-28
42728,3388,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-163_V12023-09-01,2023-03-17
42729,3303,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-165_V12023-09-01,2023-03-17
42730,4117,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-167_V12023-09-01,2023-03-15
42731,13805,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-168_V12023-09-01,2023-05-25
42732,5070,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-169_V12023-09-01,2023-04-12
42733,4821,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-170_V12023-09-01,2023-04-12
42734,4589,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-171_V12023-09-01,2023-03-31
42735,5077,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-173_V12023-09-01,2023-04-03
42736,5672,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-174_V12023-09-01,2023-04-30
42737,4426,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-175_V12023-09-01,2023-04-26
42738,6009,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-178_V12023-09-01,2023-05-09
42739,7467,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-180_V12023-09-01,2023-04-01
42740,5251,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-181_V12023-09-01,2023-04-02
42741,4332,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-183_V12023-09-01,2023-04-01
42742,8888,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-184_V12023-09-01,2023-05-25
42743,5166,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-185_V12023-09-01,2023-03-30
42744,5159,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-186_V12023-09-01,2023-04-25
42745,4598,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-187_V12023-09-01,2023-03-29
42746,8214,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-188_V12023-09-01,2023-05-26
42747,4768,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-189_V12023-09-01,2023-04-13
42748,5851,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-190_V12023-09-01,2023-05-12
42749,4735,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-191_V12023-09-01,2023-05-11
42750,6041,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-194_V12023-09-01,2023-05-28
42751,3555,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-199_V12023-09-01,2023-06-22
42752,5141,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-NR-028_V12023-09-01,2023-04-12
42753,4689,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-NR-033_V12023-09-01,2023-03-30
42754,4958,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-NR-035_V12023-09-01,2023-04-15
42755,5623,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-NR-036_V12023-09-01,2023-04-29
42756,4969,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-NR-038_V12023-09-01,2023-04-15
42757,6763,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-NR-039_V12023-09-01,2023-05-14
42758,3460,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-NR-041_V12023-09-01,2023-03-18
42759,6940,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-NR-042_V12023-09-01,2023-05-13
42760,3995,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-NR-043_V12023-09-01,2023-03-30
42761,5290,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-NR-044_V12023-09-01,2023-03-29
42762,3018,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-NR-045_V12023-09-01,2023-03-21
42763,5678,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-NR-046_V12023-09-01,2023-04-28
42764,4926,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-NR-047_V12023-09-01,2023-04-13
42765,4881,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-NR-048_V12023-09-01,2023-04-17
42766,3096,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-NR-049_V12023-09-01,2023-03-20
42767,6656,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-NR-050_V12023-09-01,2023-05-13
42768,4563,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-NR-051_V12023-09-01,2023-04-14
42769,3507,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-NR-053_V12023-09-01,2023-04-15
42770,4512,BLM_AIM,CA_CDCA_LUP_2022_CRCD2022-NR-054_V12023-09-01,2023-06-23
42771,3092,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_001_V12022-09-01,2022-04-13
42772,4870,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_002_V12022-09-01,2022-03-28
42773,4607,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_004_V12022-09-01,2022-04-06
42774,6890,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_006_V12022-09-01,2022-03-23
42775,3476,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_007_V12022-09-01,2022-04-16
42776,5417,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_009_V12022-09-01,2022-03-16
42777,5886,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_010_V12022-09-01,2022-03-26
42778,4131,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_011_V12022-09-01,2022-06-27
42779,5494,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_013_V12022-09-01,2022-07-12
42780,5347,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_014_V12022-09-01,2022-04-30
42781,4070,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_015_V12022-09-01,2022-04-04
42782,3041,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_017_V12022-09-01,2022-04-14
42783,6116,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_018_V12022-09-01,2022-03-24
42784,5575,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_019_V12022-09-01,2022-03-25
42785,4647,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_020_V12022-09-01,2022-07-09
42786,3862,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_021_V12022-09-01,2022-04-28
42787,8058,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_024_V12022-09-01,2022-05-30
42788,4991,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_026_V12022-09-01,2022-06-27
42789,4723,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_027_V12022-09-01,2022-04-29
42790,9271,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_028_V12022-09-01,2022-06-12
42791,5049,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_029_V12022-09-01,2022-04-28
42792,5170,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_030_V12022-09-01,2022-04-30
42793,4339,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_031_V12022-09-01,2022-06-25
42794,7770,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_032_V12022-09-01,2022-05-12
42795,3134,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_033_V12022-09-01,2022-04-15
42796,3417,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_037_V12022-09-01,2022-04-29
42797,5993,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_038_V12022-09-01,2022-06-11
42798,3587,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_039_V12022-09-01,2022-04-17
42799,7313,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_040_V12022-09-01,2022-05-01
42800,4983,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_041_V12022-09-01,2022-04-30
42801,5402,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_042_V12022-09-01,2022-06-28
42802,4693,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_043_V12022-09-01,2022-04-27
42803,8237,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_044_V12022-09-01,2022-05-29
42804,4807,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_045_V12022-09-01,2022-05-15
42805,5280,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_046_V12022-09-01,2022-04-30
42806,4127,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_047_V12022-09-01,2022-06-24
42807,4623,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_049_V12022-09-01,2022-05-14
42808,6072,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_050_V12022-09-01,2022-05-24
42809,3270,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_051_V12022-09-01,2022-05-12
42810,7395,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_052_V12022-09-01,2022-05-30
42811,5095,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_053_V12022-09-01,2022-06-13
42812,6338,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_054_V12022-09-01,2022-07-21
42813,4267,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_055_V12022-09-01,2022-06-23
42814,13731,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_056_V12022-09-01,2022-07-20
42815,4911,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_058_V12022-09-01,2022-06-27
42816,4667,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_059_V12022-09-01,2022-07-12
42817,8332,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_060_V12022-09-01,2022-05-11
42818,4886,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_061_V12022-09-01,2022-07-10
42819,5695,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_062_V12022-09-01,2022-05-29
42820,7100,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_064_V12022-09-01,2022-06-10
42821,3129,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_065_V12022-09-01,2022-04-13
42822,4968,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_066_V12022-09-01,2022-07-10
42823,6858,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_067_V12022-09-01,2022-05-26
42824,4609,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_068_V12022-09-01,2022-07-21
42825,3448,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_071_V12022-09-01,2022-05-13
42826,7065,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_072_V12022-09-01,2022-06-08
42827,4832,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_073_V12022-09-01,2022-07-08
42828,5869,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_074_V12022-09-01,2022-07-21
42829,9602,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_076_V12022-09-01,2022-06-12
42830,5349,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_077_V12022-09-01,2022-07-13
42831,5357,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_078_V12022-09-01,2022-07-23
42832,3070,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_081_V12022-09-01,2022-05-12
42833,6336,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_082_V12022-09-01,2022-05-25
42834,3843,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_083_V12022-09-01,2022-05-10
42835,4737,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_084_V12022-09-01,2022-07-23
42836,3698,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_087_V12022-09-01,2022-07-20
42837,8278,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_088_V12022-09-01,2022-06-09
42838,4982,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_089_V12022-09-01,2022-05-28
42839,5211,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_090_V12022-09-01,2022-07-22
42840,4947,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_093_V12022-09-01,2022-07-22
42841,5262,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_094_V12022-09-01,2022-07-24
42842,7287,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_NR_002_V12022-09-01,2022-03-14
42843,5431,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_NR_003_V12022-09-01,2022-03-28
42844,5866,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_NR_004_V12022-09-01,2022-03-27
42845,4374,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_NR_007_V12022-09-01,2022-04-05
42846,8494,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_NR_008_V12022-09-01,2022-05-13
42847,3136,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_NR_009_V12022-09-01,2022-05-11
42848,4681,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_NR_011_V12022-09-01,2022-04-29
42849,3824,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_NR_012_V12022-09-01,2022-04-28
42850,5067,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_NR_015_V12022-09-01,2022-07-22
42851,7775,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_NR_016_V12022-09-01,2022-05-12
42852,3156,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_NR_017_V12022-09-01,2022-05-11
42853,4943,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_NR_020_V12022-09-01,2022-07-08
42854,5256,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_NR_021_V12022-09-01,2022-06-28
42855,4666,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_NR_022_V12022-09-01,2022-07-12
42856,8326,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_NR_023_V12022-09-01,2022-05-28
42857,5352,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_NR_024_V12022-09-01,2022-07-23
42858,4200,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_NR_025_V12022-09-01,2022-06-26
42859,3330,BLM_AIM,CA_CDDO_CDCA_LUP_2022_CRCD2022_NR_027_V12022-09-01,2022-05-12
42860,6980,BLM_AIM,CA_CPNM_CARRLT_2023_CARR0646_V12023-09-01,2023-03-26
42861,7452,BLM_AIM,CA_CPNM_CARRLT_2023_CARR0658_V12023-09-01,2023-03-25
42862,6810,BLM_AIM,CA_CPNM_CARRLT_2023_CARR0844_V12023-09-01,2023-03-24
