FID_TrtPoly009,Prj_ID,Trt_ID,init_date_est,comp_date_est,Trt_Type_Major,Trt_Type_Sub,Treatment_Type,TrtPolyID,FID_MLRA,MLRA_ID,MLRARSYM,MLRA_NAME,LRRSYM,LRR_NAME,Shape_Length,Shape_Area
1898,26245,73772,12/25/1998,1/1/1999,Prescribed Burn,Prescribed Burn,Prescribed Burn,30819,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,3216.924366899478628,111548.651871210720856
1899,25859,73386,9/11/2002,1/1/2002,Prescribed Burn,Prescribed Burn,Prescribed Burn,30433,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,1396.744284972180594,26662.631587645297259
1900,26284,73811,11/3/2009,11/10/2009,Prescribed Burn,Prescribed Burn,Prescribed Burn,30858,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,5202.249296776883966,135340.453790018684231
1901,26126,73653,12/8/2014,5/2/2015,Prescribed Burn,Prescribed Burn,Prescribed Burn,30700,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,10467.009608753523935,629708.757053056848235
1902,26145,73672,4/13/2016,5/18/2016,Prescribed Burn,Prescribed Burn,Prescribed Burn,30719,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,27482.723178838648892,1576199.440632238285616
1903,26155,73682,3/9/2017,1/1/2017,Prescribed Burn,Prescribed Burn,Prescribed Burn,30729,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,10611.385621085211824,522359.974093563039787
1904,25869,73396,3/23/2004,1/1/2004,Prescribed Burn,Prescribed Burn,Prescribed Burn,30443,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,6596.485348137619440,594471.291840682504699
1905,25859,73386,9/11/2002,1/1/2002,Prescribed Burn,Prescribed Burn,Prescribed Burn,30433,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,23015.945782432994747,1957563.799311661859974
1906,26225,73752,12/25/1985,1/1/1986,Prescribed Burn,Prescribed Burn,Prescribed Burn,30799,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,4338.209886346783605,271292.619193748745602
1916,26126,73653,12/8/2014,5/2/2015,Prescribed Burn,Prescribed Burn,Prescribed Burn,30700,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,15912.283595780845644,2772591.407062449026853
1919,26145,73672,4/13/2016,5/18/2016,Prescribed Burn,Prescribed Burn,Prescribed Burn,30719,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,17287.365601610868907,6219367.452244080603123
1920,26145,73672,4/13/2016,5/18/2016,Prescribed Burn,Prescribed Burn,Prescribed Burn,30719,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,14025.254592932982632,2356290.886813834775239
1921,26145,73672,4/13/2016,5/18/2016,Prescribed Burn,Prescribed Burn,Prescribed Burn,30719,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,20762.083937993706058,3284344.008736896328628
1922,26234,73761,12/25/1992,1/1/1993,Prescribed Burn,Prescribed Burn,Prescribed Burn,30808,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,23340.452472753786424,3167477.811973119620234
1923,26274,73801,12/25/2007,1/1/2008,Prescribed Burn,Prescribed Burn,Prescribed Burn,30848,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,23340.452472753786424,3167477.811973119620234
1924,26234,73761,12/25/1992,1/1/1993,Prescribed Burn,Prescribed Burn,Prescribed Burn,30808,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,10640.716228105531627,1255159.050475768279284
1925,26299,73826,3/4/2011,3/11/2011,Prescribed Burn,Prescribed Burn,Prescribed Burn,30873,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,10640.716228105531627,1255159.050475768279284
1926,26317,73844,1/18/2012,4/17/2012,Prescribed Burn,Prescribed Burn,Prescribed Burn,30891,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,3712.423832095300440,214947.527988291549264
1927,26311,73838,3/1/2012,3/8/2012,Prescribed Burn,Prescribed Burn,Prescribed Burn,30885,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,2936.714648869016855,11184.924579081618504
1928,26327,73854,2/27/2015,3/6/2015,Prescribed Burn,Prescribed Burn,Prescribed Burn,30901,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,2936.714648869016855,11184.924579081618504
1929,26341,73868,2/19/2016,2/26/2016,Prescribed Burn,Prescribed Burn,Prescribed Burn,30915,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,13431.726942314382541,6283347.608178854919970
1930,26126,73653,12/8/2014,5/2/2015,Prescribed Burn,Prescribed Burn,Prescribed Burn,30700,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,1006.414571140635871,622.248482368025975
1931,26155,73682,3/9/2017,1/1/2017,Prescribed Burn,Prescribed Burn,Prescribed Burn,30729,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,1006.414571140635871,622.248482368025975
1932,26145,73672,4/13/2016,5/18/2016,Prescribed Burn,Prescribed Burn,Prescribed Burn,30719,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,2117.908146810631933,2008.520460549587597
1933,26155,73682,3/9/2017,1/1/2017,Prescribed Burn,Prescribed Burn,Prescribed Burn,30729,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,2117.908146810631933,2008.520460549587597
1934,26145,73672,4/13/2016,5/18/2016,Prescribed Burn,Prescribed Burn,Prescribed Burn,30719,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,17379.505184929290408,936305.596853385330178
1940,26126,73653,12/8/2014,5/2/2015,Prescribed Burn,Prescribed Burn,Prescribed Burn,30700,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,643.377478960831695,677.348230533757032
1941,26145,73672,4/13/2016,5/18/2016,Prescribed Burn,Prescribed Burn,Prescribed Burn,30719,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,643.377478960831695,677.348230533757032
1942,26126,73653,12/8/2014,5/2/2015,Prescribed Burn,Prescribed Burn,Prescribed Burn,30700,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,70.976249241206673,11.111948481512435
1943,26155,73682,3/9/2017,1/1/2017,Prescribed Burn,Prescribed Burn,Prescribed Burn,30729,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,70.976249241206673,11.111948481512435
1944,26145,73672,4/13/2016,5/18/2016,Prescribed Burn,Prescribed Burn,Prescribed Burn,30719,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,523.567054925912089,926.783969488708522
1945,26155,73682,3/9/2017,1/1/2017,Prescribed Burn,Prescribed Burn,Prescribed Burn,30729,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,523.567054925912089,926.783969488708522
1946,26145,73672,4/13/2016,5/18/2016,Prescribed Burn,Prescribed Burn,Prescribed Burn,30719,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,1095.599770520632319,37709.746146705445426
1947,26155,73682,3/9/2017,1/1/2017,Prescribed Burn,Prescribed Burn,Prescribed Burn,30729,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,1095.599770520632319,37709.746146705445426
1948,26145,73672,4/13/2016,5/18/2016,Prescribed Burn,Prescribed Burn,Prescribed Burn,30719,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,4000.411138040617516,168739.518057146895444
1949,26155,73682,3/9/2017,1/1/2017,Prescribed Burn,Prescribed Burn,Prescribed Burn,30729,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,4000.411138040617516,168739.518057146895444
1950,26234,73761,12/25/1992,1/1/1993,Prescribed Burn,Prescribed Burn,Prescribed Burn,30808,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,1598.049752928129237,39246.685081504598202
1951,26274,73801,12/25/2007,1/1/2008,Prescribed Burn,Prescribed Burn,Prescribed Burn,30848,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,1598.049752928129237,39246.685081504598202
1952,26299,73826,3/4/2011,3/11/2011,Prescribed Burn,Prescribed Burn,Prescribed Burn,30873,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,1598.049752928129237,39246.685081504598202
1953,26126,73653,12/8/2014,5/2/2015,Prescribed Burn,Prescribed Burn,Prescribed Burn,30700,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,15.978441270167840,2.620726815883704
1954,26145,73672,4/13/2016,5/18/2016,Prescribed Burn,Prescribed Burn,Prescribed Burn,30719,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,15.978441270167840,2.620726815883704
1955,26155,73682,3/9/2017,1/1/2017,Prescribed Burn,Prescribed Burn,Prescribed Burn,30729,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,15.978441270167840,2.620726815883704
1956,26126,73653,12/8/2014,5/2/2015,Prescribed Burn,Prescribed Burn,Prescribed Burn,30700,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,676.858351596556076,246.464414590454425
1957,26145,73672,4/13/2016,5/18/2016,Prescribed Burn,Prescribed Burn,Prescribed Burn,30719,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,676.858351596556076,246.464414590454425
1958,26145,73672,4/13/2016,5/18/2016,Prescribed Burn,Prescribed Burn,Prescribed Burn,30719,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,11675.989399307209169,663226.455605184193701
1959,26155,73682,3/9/2017,1/1/2017,Prescribed Burn,Prescribed Burn,Prescribed Burn,30729,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,11675.989399307209169,663226.455605184193701
1960,26126,73653,12/8/2014,5/2/2015,Prescribed Burn,Prescribed Burn,Prescribed Burn,30700,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,6604.606108492245767,307880.204889818443917
1961,26145,73672,4/13/2016,5/18/2016,Prescribed Burn,Prescribed Burn,Prescribed Burn,30719,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,6604.606108492245767,307880.204889818443917
1962,26126,73653,12/8/2014,5/2/2015,Prescribed Burn,Prescribed Burn,Prescribed Burn,30700,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,1884.741887180078265,1236.798273200840185
1963,26145,73672,4/13/2016,5/18/2016,Prescribed Burn,Prescribed Burn,Prescribed Burn,30719,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,1884.741887180078265,1236.798273200840185
1964,26155,73682,3/9/2017,1/1/2017,Prescribed Burn,Prescribed Burn,Prescribed Burn,30729,24,24,23,Malheur High Plateau,D,Western Range and Irrigated Region,1884.741887180078265,1236.798273200840185
1530,22051,57721,4/22/2016,5/12/2016,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,21480,47,47,43C,Blue and Seven Devils Mountains,E,Rocky Mountain Range and Forest Region,22024.809412422244350,11821891.979357549920678
1883,26283,73810,11/7/2009,11/14/2009,Prescribed Burn,Prescribed Burn,Prescribed Burn,30857,47,47,43C,Blue and Seven Devils Mountains,E,Rocky Mountain Range and Forest Region,8761.894683876451381,2532930.098199162632227
1587,22615,61138,7/5/2002,7/30/2009,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,22835,47,47,43C,Blue and Seven Devils Mountains,E,Rocky Mountain Range and Forest Region,25907.811243228294188,773434.090817883959971
1624,22724,61555,7/10/2001,6/25/2015,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,23092,47,47,43C,Blue and Seven Devils Mountains,E,Rocky Mountain Range and Forest Region,657.134476525800096,18946.600655682115757
1625,22725,61559,9/3/2008,9/29/2010,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,23096,47,47,43C,Blue and Seven Devils Mountains,E,Rocky Mountain Range and Forest Region,9419.045591744828926,4856268.339152771048248
666,7494,20444,7/21/2000,7/21/2000,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,6832,47,47,43C,Blue and Seven Devils Mountains,E,Rocky Mountain Range and Forest Region,11896.724849146899942,3967293.008943420369178
1620,22716,61505,6/14/2004,6/14/2004,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,23060,47,47,43C,Blue and Seven Devils Mountains,E,Rocky Mountain Range and Forest Region,12078.475282935529322,3684050.815357482060790
1579,22551,60840,6/21/1999,7/25/2017,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,22698,47,47,43C,Blue and Seven Devils Mountains,E,Rocky Mountain Range and Forest Region,111932.611225537315477,286130759.211722910404205
18,231,637,10/15/2000,12/15/2000,Seeding,Drill Seeding,Ground Seeding: Drill,253,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,19709.199341479936265,5816590.355097300373018
19,264,737,10/1/2006,10/15/2006,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Thin and Pile,276,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,2827.489557103450352,300112.673232324479613
20,264,738,10/1/2006,10/15/2006,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Chipping,277,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,2827.489557103450352,300112.673232324479613
374,4084,11495,10/1/2006,11/1/2006,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mastication,3673,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,6468.886925685151255,158889.345058140956098
375,4084,11497,3/1/2008,4/30/2008,Prescribed Burn,Prescribed Burn,Prescribed Burn: Pile Burn,3675,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,19293.795968873528182,421095.264246001024731
388,4252,53070,2/4/2002,2/15/2002,Seeding,Aerial Seeding,Aerial Seeding: Fixed Wing,3841,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,41109.809390945723862,30965490.816466599702835
389,4256,11919,4/15/2000,6/15/2000,Facilities/Fences/Roads,Fence/Cattle Guard,Protective Fence / Gate,3847,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,92548.767631041249842,192553437.854889094829559
423,4518,12640,10/22/2013,10/30/2013,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mowing,4095,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,5689.870250127012696,126876.842060684619355
424,4518,12641,10/20/2011,10/28/2011,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mowing,4096,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,2420.897673191271679,31304.573729219900997
457,5023,13985,6/15/1973,6/15/1975,Closure/Exclosure,Closure,"Closures (OHV, Livestock, Area): Livestock Closure",4579,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,90563.443548995870515,153039360.802074790000916
479,5389,14918,8/19/1994,11/22/1994,Seeding,Aerial Seeding,Aerial Seeding,4910,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,27484.916434771235799,21431710.309024251997471
524,5662,15658,10/15/2000,12/15/2000,Seeding,Drill Seeding,Ground Seeding: Drill,5179,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,8907.349885467343483,3325989.965191880241036
536,5833,16089,3/5/2013,12/19/2013,Seeding,Ground Seeding,Ground Seeding,5312,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,6710.203332104102628,755890.271422482677735
669,7529,70873,10/1/2015,9/5/2016,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Pinyon Juniper Removal - Hand Cutting,6866,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,41401.370275970824878,9757974.378447096794844
670,7530,20563,6/15/2007,6/30/2010,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Pinyon Juniper Removal - Hand Cutting,6867,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,40880.277310704492265,9640309.823745571076870
772,8489,23220,6/15/1999,6/15/2000,Facilities/Fences/Roads,Fence/Cattle Guard,Protective Fence / Gate,7834,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,35145.314403451935505,42888761.659913457930088
837,9442,25674,1/20/2010,2/28/2010,Seeding,Aerial Seeding,Aerial Seeding,8644,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,52963.068026982691663,16204639.823814928531647
838,9442,25673,11/1/2010,1/25/2011,Seeding,Drill Seeding,Ground Seeding: Drill,8645,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,8300.836845846484721,2864607.477889628615230
844,9498,25815,12/1/1999,12/6/1999,Seeding,Aerial Seeding,Aerial Seeding,8691,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,33207.968960449557926,22310755.921075727790594
888,9875,26806,10/1/2016,11/24/2016,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Pinyon Juniper Removal - Hand Cutting,9060,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,6740.048180595413214,1809839.404708353569731
901,10001,27177,8/15/2010,11/15/2010,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Thin and Pile,9194,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,5613.380688182091035,786877.133364380220883
1055,12156,32893,8/15/2010,11/15/2010,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Thin and Pile,11144,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,5432.157789682467410,726818.413673254079185
1056,12156,32894,9/20/2012,11/20/2012,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Thin and Pile,11145,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,7644.338539559844321,1282988.731523761060089
1057,12156,32896,2/4/2014,2/6/2014,Prescribed Burn,Prescribed Burn,Prescribed Burn: Pile Burn,11146,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,2941.876973739304958,484593.464060041238554
1115,12866,34614,2/6/2012,3/5/2012,Seeding,Aerial Seeding,Aerial Seeding,11805,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,21115.575285006576451,7580873.314709822647274
1344,20986,53064,2/1/2018,3/31/2018,Seeding,Drill Seeding,Ground Seeding: Drill,19804,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,26286.469225474203995,2329297.360412934329361
1345,20986,53065,2/1/2018,3/31/2018,Seeding,Ground Seeding,Ground Seeding: Broadcast,19805,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,37677.414668657133006,1790575.212925343075767
1669,23939,66634,1/15/2021,1/15/2021,Seeding,Aerial Seeding,Aerial Seeding,26465,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,19585.757078347054630,11139339.015280064195395
1670,23970,66744,1/15/2021,1/15/2021,Seeding,Aerial Seeding,Aerial Seeding,26542,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,25587.228789932301879,8006334.373026438988745
1671,23977,66773,1/15/2021,1/15/2021,Seeding,Aerial Seeding,Aerial Seeding,26567,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,16611.024581954519817,2263834.002774716820568
1672,23977,66772,1/15/2021,1/15/2021,Seeding,Aerial Seeding,Aerial Seeding,26568,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,19139.395502351449977,5267430.470783416181803
1728,25077,71062,10/2/2017,11/2/2017,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Pinyon Juniper Removal - Hand Cutting,29714,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,7200.515850778610002,1001410.930757096735761
1729,25077,71061,8/24/2015,9/15/2015,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Pinyon Juniper Removal - Hand Cutting,29715,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,17787.108841322879016,3115305.916973370127380
1730,25083,71085,10/6/2017,10/20/2017,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Pinyon Juniper Removal - Hand Cutting,29722,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,37746.264571939173038,4671677.004813851788640
1731,25099,71134,6/1/2011,10/1/2011,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Lop and Scatter,29754,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,15106.790674363324797,1619572.382217593258247
1759,25507,72406,10/1/2021,9/30/2022,Seeding,Aerial Seeding,Aerial Seeding,30153,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,10999.174017526713214,2565384.162272441666573
1777,26354,73881,11/1/2018,3/29/2019,Prescribed Burn,Prescribed Burn,Prescribed Burn,30928,27,27,26,Carson Basin and Mountains,D,Western Range and Irrigated Region,2495.802161390954097,261578.040389229718130
867,9686,26297,1/20/2011,1/21/2012,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,8877,28,28,27,Fallon-Lovelock Area,D,Western Range and Irrigated Region,6206.769008806812053,1523731.779183105565608
1726,25017,70647,10/4/2016,10/30/2016,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Pinyon Juniper Removal - Hand Cutting,29627,28,28,27,Fallon-Lovelock Area,D,Western Range and Irrigated Region,18613.109623432876106,2338883.862305919639766
1727,25020,70676,10/1/2019,11/17/2020,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Pinyon Juniper Removal - Hand Cutting,29637,28,28,27,Fallon-Lovelock Area,D,Western Range and Irrigated Region,43839.356461134550045,7759934.651895999908447
719,7984,21891,2/17/2000,2/19/2000,Seeding,Aerial Seeding,Aerial Seeding,7327,28,28,27,Fallon-Lovelock Area,D,Western Range and Irrigated Region,109116.084280037219287,47493171.927746348083019
1344,20986,53064,2/1/2018,3/31/2018,Seeding,Drill Seeding,Ground Seeding: Drill,19804,28,28,27,Fallon-Lovelock Area,D,Western Range and Irrigated Region,1090.556887571772677,40499.175698226055829
1345,20986,53065,2/1/2018,3/31/2018,Seeding,Ground Seeding,Ground Seeding: Broadcast,19805,28,28,27,Fallon-Lovelock Area,D,Western Range and Irrigated Region,839.333967440414085,10377.401657188620447
263,2784,7687,11/10/2010,1/23/2011,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,2547,28,28,27,Fallon-Lovelock Area,D,Western Range and Irrigated Region,6288.254517901315921,1160519.629411731148139
306,3256,70637,1/28/2015,2/20/2015,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Pinyon Juniper Removal - Hand Cutting,2972,28,28,27,Fallon-Lovelock Area,D,Western Range and Irrigated Region,18268.417732637564768,5989495.217048812657595
578,6470,17848,6/15/2001,6/15/2002,Seeding,Drill Seeding,Ground Seeding: Drill,5909,28,28,27,Fallon-Lovelock Area,D,Western Range and Irrigated Region,19230.008026166618947,7203601.234446385875344
588,6587,18144,6/15/2011,6/15/2011,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,6045,28,28,27,Fallon-Lovelock Area,D,Western Range and Irrigated Region,72102.174717763307854,22203929.926559127867222
799,8972,24445,11/15/2002,1/15/2003,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,8237,28,28,27,Fallon-Lovelock Area,D,Western Range and Irrigated Region,19570.913710652337613,5552415.894495334476233
913,10143,27514,2/18/2000,2/19/2000,Seeding,Aerial Seeding,Aerial Seeding,9328,28,28,27,Fallon-Lovelock Area,D,Western Range and Irrigated Region,20558.262923459307785,8687206.654129432514310
914,10143,27516,2/18/2000,2/19/2000,Seeding,Aerial Seeding,Aerial Seeding,9330,28,28,27,Fallon-Lovelock Area,D,Western Range and Irrigated Region,22947.599578437031596,23529803.348643172532320
1054,12143,32844,1/15/2000,1/15/2000,Seeding,Aerial Seeding,Aerial Seeding,11129,28,28,27,Fallon-Lovelock Area,D,Western Range and Irrigated Region,6299.571277762649515,2461248.821347785182297
1105,12747,34318,8/3/1966,11/9/1966,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Plowing,11705,28,28,27,Fallon-Lovelock Area,D,Western Range and Irrigated Region,13000.932105500227408,3723952.463560793083161
1106,12748,34319,12/15/1966,3/15/1967,Seeding,Drill Seeding,Ground Seeding: Drill,11706,28,28,27,Fallon-Lovelock Area,D,Western Range and Irrigated Region,13000.932105500227408,3723952.463560793083161
1210,16748,42972,10/18/2016,10/18/2016,Seeding,Aerial Seeding,Aerial Seeding,13844,28,28,27,Fallon-Lovelock Area,D,Western Range and Irrigated Region,4534.858730968948294,736028.775943227112293
1346,20991,53033,1/11/2018,1/21/2018,Seeding,Aerial Seeding,Aerial Seeding,19809,28,28,27,Fallon-Lovelock Area,D,Western Range and Irrigated Region,60305.097200564850937,34490812.810716904699802
1507,22014,57585,10/1/2017,9/30/2018,Seeding,Ground Seeding,Ground Seeding: Hand Broadcast,21361,28,28,27,Fallon-Lovelock Area,D,Western Range and Irrigated Region,2876.829047882256418,451987.435828655608930
1508,22014,57586,3/25/2018,3/25/2018,Seeding,Aerial Seeding,Aerial Seeding,21362,28,28,27,Fallon-Lovelock Area,D,Western Range and Irrigated Region,12147.882798470538546,4025772.624105074908584
1509,22014,57587,3/25/2018,3/25/2018,Seeding,Aerial Seeding,Aerial Seeding,21363,28,28,27,Fallon-Lovelock Area,D,Western Range and Irrigated Region,20432.951422410700616,5250972.395591167733073
1526,22045,57694,8/27/2017,12/22/2018,Seeding,Drill Seeding,Ground Seeding: Drill,21453,28,28,27,Fallon-Lovelock Area,D,Western Range and Irrigated Region,20947.475086236179777,2052896.847677924204618
1744,25225,71513,9/24/2021,9/26/2021,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,29931,28,28,27,Fallon-Lovelock Area,D,Western Range and Irrigated Region,58620.724275109314476,8090642.343335838988423
639,7116,19530,10/15/2004,10/15/2004,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mastication,6501,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,42571.661670160421636,129326251.466480731964111
833,9405,25556,7/18/1964,10/16/1965,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,8613,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,20712.872531998888007,5188531.245464409701526
834,9405,25557,7/18/1964,10/16/1965,Seeding,Aerial Seeding,Aerial Seeding,8614,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,20712.872531998888007,5188531.245464409701526
4,61,156,6/15/1978,6/15/1978,Seeding,Aerial Seeding,Aerial Seeding,58,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,23815.473533982250956,4916585.033448965288699
39,529,1407,11/7/1961,1/20/1962,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,475,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,21173.478905675849091,7609362.088505990803242
43,556,1472,1/1/1988,12/31/1989,Prescribed Burn,Prescribed Burn,Prescribed Burn,497,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,30783.013941737284767,3071211.907024556305259
94,1030,2817,6/15/1994,6/15/1994,Seeding,Greenstrip,Greenstrip: Drill Seeding,931,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,36591.774337201059097,10463215.332541083917022
95,1030,2818,6/15/1994,6/15/1994,Seeding,Ground Seeding,Ground Seeding: Hand Broadcast,932,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,17837.835647898074967,4426216.397333629429340
122,1286,3629,8/25/2007,11/8/2007,Prescribed Burn,Prescribed Burn,Prescribed Burn: Broadcast Burn,1208,35,35,34B,Warm Central Desertic Basins and Plateaus,D,Western Range and Irrigated Region,8935.809522981237023,2806283.161330482456833
